date,home_team,away_team,home_goals,away_goals,is_neutral,is_intl,home_elo,away_elo
1971-02-03,Belgium,Scotland,3,0,0,1,1519.618312274405,1595.726976597393
1971-02-03,Malta,England,0,1,0,1,1468.4450645063246,1694.813242181677
1971-02-03,Cyprus,Northern Ireland,0,3,0,1,1403.937142841171,1442.4091338768496
1971-02-07,Togo,Guinea,1,1,0,1,1493.9994588547256,1540.07624968693
1971-02-17,Albania,Germany,0,1,0,1,1405.0047753747563,1709.666091160246
1971-02-17,Belgium,Portugal,3,0,0,1,1530.3683687057635,1523.5802917377919
1971-02-24,Netherlands,Luxembourg,6,0,0,1,1497.334496975978,1291.549986288579
1971-03-07,Tunisia,Egypt,3,0,0,1,1548.225567130156,1688.0477299163554
1971-03-14,Morocco,Egypt,3,0,0,1,1558.3585533442974,1675.518538804045
1971-03-14,Mali,Algeria,1,0,0,1,1521.9372480827724,1526.8893138378558
1971-03-21,Ghana,Liberia,2,1,0,1,1604.27642543534,1443.8316245934386
1971-03-28,Morocco,Niger,5,2,0,1,1570.267851416319,1407.2934285586
1971-03-28,Guinea,Togo,0,0,0,1,1540.1891639246796,1493.886544616976
1971-04-02,Egypt,Tunisia,2,0,0,1,1663.6092407320234,1560.7547582424663
1971-04-03,Nigeria,Senegal,1,1,0,1,1511.0951908549982,1515.4321849799528
1971-04-04,Serbia,Netherlands,2,0,0,1,1633.3086243771277,1501.066016468229
1971-04-10,Malawi,Madagascar,1,2,0,1,1488.7817080268692,1454.9150699714085
1971-04-11,Algeria,Mali,2,2,0,1,1518.1786803889086,1530.6478815317196
1971-04-16,Egypt,Morocco,3,2,0,1,1669.4732060763345,1574.8055696560202
1971-04-17,Liberia,Ghana,0,1,0,1,1439.242618400218,1608.8654316285606
1971-04-18,Senegal,Nigeria,2,1,0,1,1516.738956415143,1509.788419419808
1971-04-18,Guatemala,Panama,4,1,0,1,1562.9030517509525,1386.7498054235907
1971-04-18,Romania,Albania,2,1,0,1,1557.9434785892593,1401.2535909256121
1971-04-21,Northern Ireland,Cyprus,5,0,0,1,1452.7408149364007,1393.6054617816199
1971-04-21,Switzerland,Malta,5,0,0,1,1482.6815750327482,1463.1260177195754
1971-04-21,Portugal,Scotland,2,0,0,1,1515.200382354346,1584.9769201660347
1971-04-21,England,Greece,3,0,0,1,1700.132288968426,1443.7626334327683
1971-04-22,Suriname,Panama,3,0,0,1,1510.119748209365,1382.4727044007468
1971-04-24,Hungary,France,1,1,0,1,1699.8071955630148,1573.9607368551171
1971-04-25,Niger,Morocco,1,3,0,1,1402.7557103188988,1568.7443922116788
1971-04-25,Turkey,Germany,0,3,0,1,1468.0376323924631,1713.4172756093901
1971-04-26,Guatemala,Suriname,2,2,0,1,1567.1801527737964,1515.410101117934
1971-04-27,Panama,Suriname,4,1,1,1,1377.182351492178,1518.2582820935093
1971-04-30,Guatemala,Suriname,0,1,0,1,1564.331971798221,1504.4071527565347
1971-05-02,Guatemala,Panama,3,1,0,1,1551.269589272913,1391.0334808291523
1971-05-02,South Korea,Thailand,1,0,0,1,1672.2184957009274,1470.7924044750953
1971-05-02,Indonesia,Vietnam,9,1,1,1,1517.778045967658,1463.9158018352252
1971-05-03,Malaysia,Cambodia,3,1,1,1,1428.458644605218,1439.2230875518821
1971-05-05,Thailand,Cambodia,4,3,1,1,1466.9841323903727,1428.9133610763433
1971-05-06,South Korea,Malaysia,5,1,0,1,1676.02676778565,1438.7683710807569
1971-05-08,Malaysia,Thailand,4,1,1,1,1435.5558903433641,1475.8927321664275
1971-05-09,Cyprus,Spain,0,2,0,1,1386.6472383218356,1590.702728824747
1971-05-09,South Korea,Cambodia,2,0,0,1,1679.2392485230428,1420.0047613002885
1971-05-09,Madagascar,Malawi,4,2,0,1,1467.2831295272108,1476.4136484710668
1971-05-10,Ireland,Italy,1,2,0,1,1413.567690602537,1673.1117740881955
1971-05-11,South Korea,Indonesia,3,0,0,1,1682.1250721531055,1526.2400673618395
1971-05-12,Portugal,Denmark,5,0,0,1,1525.7689829030262,1449.6330788084817
1971-05-12,England,Malta,5,0,0,1,1703.0590759816387,1455.1016639755862
1971-05-12,Switzerland,Greece,1,0,0,1,1490.7059287767374,1440.8358464195558
1971-05-12,Albania,Poland,1,1,0,1,1396.5877062034024,1478.6036328332457
1971-05-13,Indonesia,Malaysia,4,2,1,1,1521.5575872544323,1446.7116896606572
1971-05-15,Northern Ireland,England,0,1,0,1,1459.699038396185,1706.1089351218702
1971-05-15,Wales,Scotland,0,0,0,1,1480.7672196595836,1574.4083196173544
1971-05-16,Ethiopia,Zambia,6,3,0,1,1448.916727240816,1501.3401058738352
1971-05-18,Scotland,Northern Ireland,0,1,0,1,1573.1587924291357,1454.8181274550348
1971-05-19,Bulgaria,Hungary,3,0,0,1,1539.6726668621934,1695.1379766025896
1971-05-19,England,Wales,0,0,0,1,1710.9898460630204,1482.0167468478023
1971-05-20,Sweden,Finland,4,1,0,1,1608.226256959851,1284.261765344957
1971-05-21,Thailand,Cambodia,1,1,0,1,1464.7369328491345,1417.1189376702257
1971-05-22,Northern Ireland,Wales,1,0,0,1,1469.3167165935397,1488.673569511495
1971-05-22,England,Scotland,3,1,0,1,1704.3330233993277,1558.6602032906308
1971-05-22,Indonesia,Hong Kong,2,1,1,1,1529.4360661718467,1426.2671632601675
1971-05-24,Cambodia,Hong Kong,2,1,1,1,1419.856937542156,1419.1522977136733
1971-05-26,Malaysia,Cambodia,2,1,1,1,1438.8332107432427,1429.8366564054006
1971-05-26,Finland,Wales,0,1,0,1,1282.1802051988814,1479.553270329851
1971-05-26,Thailand,Indonesia,0,1,0,1,1461.9989329772043,1536.550931718341
1971-05-26,Sweden,Austria,1,0,0,1,1610.3078171059267,1546.887188798594
1971-05-26,Albania,Romania,1,2,0,1,1397.5065991955717,1562.609363311469
1971-05-26,Denmark,Belgium,1,2,0,1,1443.1120412361781,1538.7482780892094
1971-05-28,Syria,North Korea,0,0,0,1,1483.6236463939872,1598.7829305942316
1971-05-28,Malaysia,Hong Kong,2,1,1,1,1448.5743269530217,1409.1725788504286
1971-05-30,Russia,Spain,2,1,0,1,1684.2623796621235,1596.5380808397754
1971-05-30,Ireland,Austria,1,4,0,1,1408.960324429551,1540.0404695561865
1971-05-30,Gabon,Cameroon,2,3,0,1,1463.4418533498233,1513.4080319474206
1971-05-30,Thailand,Malaysia,1,0,0,1,1452.7044223554822,1457.4450904565974
1971-05-30,Cambodia,Indonesia,2,0,1,1,1420.0955401956217,1545.845442340063
1971-05-30,Zambia,Ethiopia,0,1,0,1,1491.2703565610234,1458.9864765536279
1971-06-01,Thailand,Cambodia,4,2,0,1,1461.4090729139275,1433.5647334890157
1971-06-01,Malaysia,Indonesia,3,0,1,1,1448.740439898152,1532.376249046669
1971-06-01,North Korea,Syria,1,0,0,1,1596.9291785827018,1485.477398405517
1971-06-02,Lebanon,Iraq,1,0,0,1,1455.4468052060324,1536.2839748636181
1971-06-04,Sudan,Uganda,4,0,0,1,1597.4366045450602,1464.6808648848075
1971-06-05,Indonesia,Singapore,3,0,0,1,1520.0144617025314,1319.7502108505637
1971-06-06,Thailand,India,1,0,1,1,1469.2052867302484,1540.8917145820365
1971-06-06,Zambia,DR Congo,2,1,0,1,1478.9453439691379,1585.525120487272
1971-06-07,Russia,Cyprus,6,1,0,1,1690.4937145294095,1380.8118863068073
1971-06-08,Cambodia,Malaysia,1,1,1,1,1425.7685196726948,1461.1022272422897
1971-06-09,Norway,Bulgaria,1,4,0,1,1438.186019526754,1552.618279184646
1971-06-09,Sweden,Italy,0,0,0,1,1617.1545363483342,1677.7191402611813
1971-06-09,Denmark,Scotland,1,0,0,1,1434.4180553463748,1553.7636199283347
1971-06-11,Indonesia,Thailand,0,0,0,1,1523.8433967154933,1481.2397984324775
1971-06-12,Cambodia,Thailand,3,0,1,1,1426.7820138778002,1483.8437716414508
1971-06-12,Germany,Albania,2,0,0,1,1718.3201022221194,1390.70341484342
1971-06-13,Togo,Ghana,0,0,0,1,1496.5894869512729,1615.5523042895193
1971-06-13,Guinea,Mali,0,0,0,1,1537.4862215903827,1531.723922631303
1971-06-13,Indonesia,Cambodia,1,0,0,1,1521.23942350652,1438.409773929035
1971-06-14,Indonesia,Malaysia,2,1,0,1,1527.5922659201929,1460.0887330371843
1971-06-15,Malaysia,Cambodia,2,1,1,1,1453.347448910791,1432.0569315153623
1971-06-18,Greece,Malta,2,0,0,1,1433.6337001602183,1452.0518048353547
1971-06-19,Uganda,Sudan,1,1,0,1,1459.5041423435598,1602.613327086308
1971-06-20,Denmark,Sweden,1,3,0,1,1446.3878927438811,1617.4585164101397
1971-06-20,DR Congo,Zambia,3,0,0,1,1573.910868445941,1490.5595960104688
1971-06-20,Ghana,Togo,0,1,0,1,1613.5930580742806,1498.5487331665115
1971-06-27,Mali,Guinea,3,1,0,1,1533.3152502305893,1535.8948939910963
1971-07-04,Kenya,Mauritius,2,1,0,1,1441.5745900695501,1510.8181924876576
1971-07-04,Ivory Coast,Congo,3,2,0,1,1603.1600639884034,1544.465139260814
1971-07-04,Paraguay,Argentina,1,1,0,1,1555.5384560088262,1683.5975665021053
1971-07-09,Argentina,Paraguay,1,0,0,1,1681.3878997325614,1557.74812277837
1971-07-14,Iraq,Lebanon,1,0,0,1,1525.3987331157537,1466.332046953897
1971-07-18,Mauritius,Kenya,0,0,0,1,1500.2648827819214,1452.1278997752863
1971-07-18,Congo,Ivory Coast,2,0,0,1,1537.4954077062296,1610.129795542988
1971-07-21,Barbados,El Salvador,0,3,0,1,1500.0,1538.0611304490217
1971-07-21,Chile,Argentina,2,2,0,1,1558.709467998591,1686.7684942922604
1971-07-28,El Salvador,Barbados,4,2,0,1,1548.404623548512,1489.6565069005096
1971-07-28,Argentina,Brazil,1,1,0,1,1684.5588298278478,1773.242993609105
1971-07-31,Bermuda,Haiti,1,1,1,1,1477.9641427280555,1501.0794954367832
1971-07-31,Argentina,Brazil,2,2,0,1,1685.6676712308226,1772.1341522061302
1971-08-01,Cuba,Trinidad and Tobago,0,0,1,1,1394.4129459741346,1459.8640522409048
1971-08-04,Malaysia,Vietnam,2,0,0,1,1462.7354244444991,1455.4537804410438
1971-08-04,Cuba,Jamaica,0,0,1,1,1396.274807401611,1411.822906436118
1971-08-04,Argentina,Chile,1,0,0,1,1686.7134236047496,1560.9191324630035
1971-08-05,Trinidad and Tobago,Jamaica,2,0,1,1,1458.0021908134283,1411.3756946698663
1971-08-05,Singapore,Hong Kong,2,1,1,1,1315.9212758376018,1400.301815346853
1971-08-05,India,Philippines,5,1,1,1,1528.8572028798073,1322.9101008381685
1971-08-07,Indonesia,India,3,1,1,1,1534.3335500465862,1533.538401184497
1971-08-07,Cuba,Trinidad and Tobago,1,0,1,1,1396.7220191678628,1466.6681714003244
1971-08-08,Sweden,Norway,3,0,0,1,1624.1083432820287,1430.0195573595515
1971-08-09,Hong Kong,Philippines,2,1,1,1,1387.919798868135,1318.228902533479
1971-08-10,Vietnam,Thailand,4,2,1,1,1447.0877010025542,1472.2160115902159
1971-08-10,India,Singapore,2,2,1,1,1523.5612873684963,1328.3032923163196
1971-08-11,Peru,Chile,1,0,0,1,1517.9503756357692,1555.5871771896805
1971-08-11,Indonesia,Philippines,3,1,1,1,1544.3106638625868,1310.2082918281717
1971-08-13,Indonesia,Singapore,4,0,1,1,1548.4359190767218,1333.3978736084516
1971-08-13,Hong Kong,India,2,1,1,1,1395.9404095734424,1518.4667060763643
1971-08-14,Malaysia,Thailand,0,2,0,1,1471.1015038829887,1461.4940191289502
1971-08-15,Philippines,Singapore,4,4,1,1,1306.0830366140367,1328.9016942951023
1971-08-15,Indonesia,Hong Kong,3,0,1,1,1552.9320983900711,1409.3277255333296
1971-08-17,Philippines,Thailand,3,1,1,1,1306.738867668196,1473.1930234309336
1971-08-18,Chile,Peru,1,0,0,1,1545.9428685287157,1527.594684296734
1971-08-20,Malaysia,Singapore,4,2,0,1,1459.4024995810053,1328.245863240943
1971-08-21,Vietnam,Hong Kong,3,1,1,1,1457.80969346382,1403.2406616578396
1971-08-25,Finland,Norway,1,1,0,1,1276.1846129997134,1426.0793580805573
1971-09-04,Austria,Sweden,1,0,0,1,1547.748256661131,1628.048542561023
1971-09-08,Norway,France,1,3,0,1,1423.280850069617,1578.6299558155424
1971-09-08,Denmark,Finland,0,0,0,1,1439.7380658719921,1278.9831210106538
1971-09-09,Nicaragua,El Salvador,2,3,0,1,1312.039456905714,1555.3729647643218
1971-09-09,New Caledonia,Fiji,5,1,1,1,1555.1364969731012,1489.5500479992777
1971-09-11,Vanuatu,Fiji,6,4,1,1,1473.6099535461653,1481.4156695923177
1971-09-13,New Caledonia,Vanuatu,0,0,1,1,1563.2708753800612,1483.834582321196
1971-09-15,El Salvador,Nicaragua,1,0,0,1,1560.3195136622328,1307.0929080078029
1971-09-16,New Caledonia,Papua New Guinea,4,0,1,1,1561.0235387017324,1481.7035014814558
1971-09-18,New Caledonia,Vanuatu,7,1,1,1,1568.7793793781002,1486.0819189995248
1971-09-19,Iraq,Lebanon,2,1,1,1,1532.3587502142186,1459.372029855432
1971-09-22,Russia,Northern Ireland,1,0,0,1,1692.73367043494,1478.4370157751837
1971-09-22,Finland,Romania,0,4,0,1,1284.400424805884,1569.4125476636207
1971-09-22,Poland,Turkey,5,1,0,1,1477.6847398410764,1463.1348057797338
1971-09-23,Malaysia,Japan,3,0,1,1,1464.6146188785758,1561.0258382426134
1971-09-25,Kenya,Tanzania,1,1,1,1,1454.8797118344244,1369.0362441099367
1971-09-25,South Korea,Malaysia,0,1,0,1,1686.8075522605127,1477.3204583640115
1971-09-25,Hungary,Bulgaria,2,0,0,1,1682.1923642801369,1560.7847413518487
1971-09-26,Norway,Denmark,1,4,0,1,1416.2234076717682,1434.3207620767619
1971-09-27,Japan,Philippines,8,1,1,1,1548.3199987571777,1321.19404155699
1971-09-29,Tanzania,Uganda,0,0,1,1,1371.457937895744,1462.1216756322049
1971-09-29,South Korea,Philippines,6,0,0,1,1670.4748095875018,1316.9357378218012
1971-10-01,Jamaica,Cuba,0,1,0,1,1402.7097140829703,1408.7084664417414
1971-10-01,Suriname,Guyana,4,1,0,1,1517.4695352818428,1490.0
1971-10-02,Malaysia,Philippines,5,0,1,1,1493.6532010370224,1315.1509501456687
1971-10-02,South Korea,Japan,2,1,0,1,1672.2595972636343,1552.5783024923664
1971-10-03,Kenya,Uganda,2,0,1,1,1452.458018048617,1459.5698254368056
1971-10-03,Bermuda,Mexico,0,2,0,1,1478.6284761434054,1618.7776268964533
1971-10-04,Cuba,Jamaica,0,0,0,1,1419.9681963439677,1391.449984180744
1971-10-04,Guyana,Suriname,2,3,0,1,1482.193519941421,1525.2760153404217
1971-10-04,Honduras,Guatemala,1,0,0,1,1490.5319939566548,1555.8628448185063
1971-10-07,Guatemala,Honduras,1,1,0,1,1545.4218736252913,1500.9729651498699
1971-10-08,Morocco,Egypt,1,0,1,1,1575.5247023752718,1675.5343835206759
1971-10-09,Italy,Sweden,3,0,0,1,1677.4151601993758,1617.1786345592518
1971-10-09,France,Hungary,0,2,0,1,1585.6873982133911,1687.623645615562
1971-10-10,Denmark,Romania,2,1,0,1,1445.2364220123222,1573.5206815600604
1971-10-10,Poland,Germany,1,3,0,1,1485.8479291343301,1720.3627799699505
1971-10-10,Austria,Ireland,6,0,0,1,1558.6181646629022,1401.2525373246065
1971-10-12,Tunisia,Syria,1,0,1,1,1554.8907928981553,1479.8164333626585
1971-10-13,Scotland,Portugal,2,1,0,1,1541.7937825308284,1532.2900204753298
1971-10-13,Northern Ireland,Russia,1,1,0,1,1474.851947411118,1696.3187387990056
1971-10-13,Wales,Finland,3,0,0,1,1485.548862529019,1280.2922909094443
1971-10-13,Mexico,Bermuda,4,0,0,1,1626.2396284466142,1471.1664745932444
1971-10-13,Switzerland,England,2,3,0,1,1497.908075036075,1709.2296067616237
1971-10-27,Spain,Russia,0,0,0,1,1590.3067459724894,1691.7486727056255
1971-10-27,Hungary,Norway,4,0,0,1,1696.1398360409937,1405.3077477362078
1971-10-27,Serbia,Luxembourg,0,0,0,1,1638.4966882195338,1287.818466796328
1971-10-27,Uruguay,Chile,3,0,0,1,1653.666615387118,1554.0006396787883
1971-10-28,Vietnam,Malaysia,0,1,0,1,1466.2518593016207,1498.9244210880408
1971-10-28,Thailand,Singapore,1,0,1,1,1458.7378495421397,1323.0337439433724
1971-10-30,Vietnam,Thailand,3,0,0,1,1455.7535486132365,1465.0191808812542
1971-10-30,Malaysia,Singapore,1,1,1,1,1509.422731776425,1316.7524126042579
1971-10-31,Singapore,Thailand,3,1,1,1,1321.7916364947253,1456.186267569663
1971-10-31,Vietnam,Malaysia,1,1,0,1,1464.5864619248277,1504.3835078859577
1971-11-03,Chile,Uruguay,5,0,0,1,1548.060313368682,1659.6069416972243
1971-11-07,Thailand,Singapore,2,0,0,1,1442.5001221245595,1335.4777819398287
1971-11-08,Malaysia,South Korea,2,2,1,1,1504.6770881207735,1677.730284035232
1971-11-09,Vietnam,Singapore,5,4,1,1,1464.2928816900119,1329.7127601205532
1971-11-10,France,Bulgaria,2,1,0,1,1577.1712077879595,1555.3534600164235
1971-11-10,Indonesia,Malaysia,2,0,1,1,1559.0191622655611,1509.2832027303236
1971-11-10,Scotland,Belgium,1,0,0,1,1550.0976775786385,1547.4422639790128
1971-11-10,England,Switzerland,1,1,0,1,1714.8936153464663,1492.2440664512324
1971-11-11,Thailand,Vietnam,0,1,0,1,1448.265143943835,1470.602123732111
1971-11-12,Indonesia,South Korea,0,0,1,1,1567.5973451742527,1673.1241694256819
1971-11-12,Iraq,North Korea,1,0,0,1,1540.2883896761998,1602.5901436255604
1971-11-14,Albania,Turkey,3,0,0,1,1388.660737095589,1454.9716164864801
1971-11-14,Malta,Hungary,0,2,0,1,1442.9583094683064,1698.6048789662752
1971-11-14,Thailand,Indonesia,1,0,0,1,1437.470616462029,1570.5445743199502
1971-11-14,South Korea,Vietnam,1,1,1,1,1670.1769402799844,1481.396651213917
1971-11-16,Thailand,South Korea,0,1,0,1,1449.8171286512713,1665.2217189929308
1971-11-16,Vietnam,Indonesia,3,2,1,1,1486.3518725009706,1558.198062130708
1971-11-17,Netherlands,Luxembourg,8,0,0,1,1495.877952625823,1296.006727830716
1971-11-17,Germany,Poland,0,0,0,1,1725.5007450678108,1480.7099640364697
1971-11-20,Italy,Austria,2,2,0,1,1684.3446496491815,1563.2701483552607
1971-11-20,Costa Rica,Cuba,3,0,1,1,1652.322367581124,1417.7459644330759
1971-11-21,Trinidad and Tobago,Honduras,1,1,0,1,1454.6817241264457,1503.6263804378113
1971-11-21,Haiti,Mexico,0,0,1,1,1500.4151620214334,1630.9388890798577
1971-11-21,Portugal,Belgium,1,1,0,1,1523.9861254275197,1538.9463108422444
1971-11-23,Cuba,Honduras,3,1,1,1,1413.6296369663087,1503.6567555774602
1971-11-24,Costa Rica,Haiti,0,0,1,1,1656.438695047891,1504.0046393966481
1971-11-24,Romania,Wales,2,0,0,1,1561.304851772591,1489.2896152956912
1971-11-24,Spain,Cyprus,7,0,0,1,1591.7766381755857,1378.5719304012769
1971-11-26,Trinidad and Tobago,Mexico,0,2,0,1,1454.6513489867968,1627.349411704643
1971-11-27,Grenada,Saint Lucia,5,2,1,1,1542.709317568274,1457.290682431726
1971-11-28,North Korea,Iraq,3,0,0,1,1592.236218574935,1550.6423147268251
1971-11-28,Costa Rica,Honduras,2,1,1,1,1652.3126961999828,1491.1220435409327
1971-11-28,Mexico,Cuba,1,0,1,1,1633.9577198993,1426.1643490028362
1971-11-28,Trinidad and Tobago,Haiti,1,6,0,1,1448.04304079214,1508.1306382445564
1971-11-30,Trinidad and Tobago,Cuba,2,2,0,1,1438.3333036269712,1421.5211497395878
1971-12-01,Haiti,Honduras,3,1,1,1,1517.840375409725,1485.454975681587
1971-12-01,Greece,England,0,2,0,1,1442.7271955272665,1708.3393776435637
1971-12-02,Mexico,Costa Rica,1,0,1,1,1638.6009191625483,1657.9797640593285
1971-12-03,Iran,Kuwait,2,0,0,1,1552.9723068992434,1456.6084680895844
1971-12-04,Mexico,Honduras,2,1,1,1,1649.1581094587175,1476.3844121379464
1971-12-04,Cuba,Haiti,0,0,1,1,1423.4207995305678,1526.9109389533658
1971-12-04,Bulgaria,France,2,1,0,1,1547.3915946805948,1585.133073123788
1971-12-05,Turkey,Poland,1,0,0,1,1444.5024962318148,1487.6126889998502
1971-12-05,Trinidad and Tobago,Costa Rica,3,1,0,1,1436.4336538359912,1647.4225737631593
1971-12-10,Kuwait,Iraq,1,1,0,1,1450.5884575949037,1543.2191767093595
1971-12-11,Bahrain,Lebanon,3,0,1,1,1462.4909230716485,1451.4423903934508
1971-12-11,Jordan,Syria,0,0,1,1,1416.9939098505001,1471.9442332708315
1971-12-12,Cambodia,Thailand,1,1,1,1,1422.668955981654,1444.24805710188
1971-12-13,Iraq,Sri Lanka,5,0,1,1,1541.9982868964237,1415.119058132286
1971-12-13,Jordan,Bahrain,3,2,1,1,1418.5624502995963,1472.173027889052
1971-12-13,Vietnam,Singapore,3,1,1,1,1498.3907917690133,1323.403518078454
1971-12-14,Kuwait,Lebanon,1,0,0,1,1451.8093474078396,1441.7602855760472
1971-12-14,Malaysia,Thailand,4,2,0,1,1500.705019821632,1443.6277580633614
1971-12-15,Iraq,Bahrain,1,0,1,1,1548.5005333073746,1460.6421222780932
1971-12-15,Malaysia,Cambodia,3,0,0,1,1507.7170955042334,1423.2892550201727
1971-12-16,Jordan,Sri Lanka,2,1,1,1,1430.0933559105551,1408.6168117213351
1971-12-17,Malaysia,Vietnam,3,2,0,1,1514.030124121465,1503.7409330648293
1971-12-17,Kuwait,Syria,2,2,0,1,1460.098003044802,1470.3756928217354
1971-12-18,Vietnam,Thailand,0,0,1,1,1495.458985691694,1436.61568238076
1971-12-18,Iraq,Jordan,2,0,1,1,1556.0243231277718,1439.4759973937826
1971-12-19,Lebanon,Syria,3,2,1,1,1433.4716299390848,1471.5140372318524
1971-12-20,Bahrain,Sri Lanka,3,0,1,1,1453.118332457696,1399.2341702381077
1971-12-21,Kuwait,Jordan,2,0,0,1,1458.959658634685,1432.7101177742531
1971-12-22,Iraq,Lebanon,4,1,1,1,1562.7902027473012,1444.5622234980601
1971-12-24,Lebanon,Jordan,2,0,1,1,1437.839563691091,1424.8701873594678
1971-12-24,Kuwait,Iraq,0,1,0,1,1466.7995890494703,1569.5128625542704
1972-01-01,Algeria,Palestine,2,0,1,1,1517.1026392893252,1401.2900785002068
1972-01-01,Kuwait,Libya,3,2,1,1,1458.3052635412096,1495.4192678467975
1972-01-01,Iraq,Egypt,0,0,0,1,1578.0071880625312,1662.7328267469768
1972-01-04,Syria,Palestine,3,1,1,1,1460.423443672877,1394.5052239133202
1972-01-04,Algeria,Qatar,3,0,1,1,1523.887493876212,1478.2524712555478
1972-01-05,Iraq,Libya,3,0,0,1,1579.0033573544613,1484.3550856828297
1972-01-05,Egypt,Kuwait,2,0,1,1,1661.7366574550467,1469.3694457051774
1972-01-06,Syria,Qatar,3,2,1,1,1468.5486069551923,1469.5584510134177
1972-01-07,Egypt,Libya,1,1,1,1,1666.703945171627,1478.293437336864
1972-01-07,Iraq,Kuwait,3,1,0,1,1585.065005700427,1464.402157988597
1972-01-08,Syria,Algeria,1,0,1,1,1478.5776725217765,1532.581514118342
1972-01-10,Palestine,Qatar,7,2,1,1,1386.3800606310049,1459.5293854468334
1972-01-12,Egypt,Syria,4,2,1,1,1661.7567579334616,1490.119629979555
1972-01-12,Iraq,Algeria,3,1,0,1,1590.5132655409898,1521.0395566605637
1972-01-13,Algeria,Syria,3,1,1,1,1514.3488629658314,1484.6935739347077
1972-01-14,Iraq,Egypt,1,3,0,1,1597.203959235722,1667.1828139783088
1972-01-15,Iran,Kuwait,2,0,1,1,1558.9923173939242,1458.9538981480343
1972-02-16,Northern Ireland,Spain,1,1,1,1,1479.4220135044982,1595.3802392433481
1972-02-23,Cameroon,Kenya,2,1,0,1,1523.4090054056298,1462.662683735569
1972-02-24,Mali,Togo,3,3,1,1,1541.9587951897927,1512.9713243292547
1972-02-25,Congo,Morocco,1,1,1,1,1548.1459576767622,1588.3262591489708
1972-02-25,Sudan,DR Congo,1,1,1,1,1599.9957937976628,1580.25070154134
1972-02-26,Cameroon,Togo,2,0,0,1,1530.3252111264544,1513.8037202656615
1972-02-26,Kenya,Mali,1,1,1,1,1455.7464780147445,1541.126399253386
1972-02-27,DR Congo,Congo,2,0,1,1,1580.818399935712,1549.2973113583323
1972-02-27,Morocco,Sudan,1,1,1,1,1587.1749054674008,1599.4280954032909
1972-02-28,Cameroon,Mali,1,1,0,1,1538.4336266701375,1538.7172690082289
1972-02-28,Kenya,Togo,1,1,1,1,1458.1556082599016,1505.6953047219783
1972-02-29,Morocco,DR Congo,1,1,1,1,1587.5274344773666,1589.9136311072184
1972-02-29,Congo,Sudan,4,2,1,1,1540.202080186826,1599.075566393325
1972-03-02,Mali,DR Congo,4,3,1,1,1540.138533313243,1589.844951927215
1972-03-02,Cameroon,Congo,0,1,0,1,1537.0123623651234,1551.8805608077678
1972-03-02,Algeria,Guinea,1,0,0,1,1523.4973819359252,1527.251349031893
1972-03-04,Cameroon,DR Congo,5,2,0,1,1526.0046201281339,1578.4239679135685
1972-03-05,Congo,Mali,3,2,1,1,1562.8883030447573,1551.5595173268896
1972-03-12,Guinea,Algeria,5,1,0,1,1518.5746111434876,1532.1741198243305
1972-03-16,Saudi Arabia,Kuwait,2,2,0,1,1458.7336334768727,1451.7562171324773
1972-03-17,United Arab Emirates,Qatar,1,0,1,1,1500.0,1447.45454581952
1972-03-18,Kuwait,Bahrain,2,0,1,1,1453.3816138693883,1461.5797379266603
1972-03-19,Saudi Arabia,United Arab Emirates,4,0,0,1,1457.1082367399617,1508.4990465757087
1972-03-20,Indonesia,Thailand,4,0,1,1,1546.1591428626652,1438.2933187306323
1972-03-21,Bahrain,Qatar,6,2,1,1,1451.343820731306,1438.9554992438113
1972-03-22,Kuwait,United Arab Emirates,7,0,1,1,1463.6175310647425,1498.4590160645953
1972-03-22,Israel,Sri Lanka,3,0,1,1,1555.7971822804743,1390.7727647691434
1972-03-24,Saudi Arabia,Qatar,4,0,0,1,1467.1482672510751,1429.3119127654072
1972-03-25,Bahrain,United Arab Emirates,2,0,1,1,1460.9874072097102,1487.459545645732
1972-03-25,Indonesia,India,4,2,1,1,1553.1505622263219,1505.079390116477
1972-03-26,Thailand,Sri Lanka,5,0,1,1,1431.3018993669757,1385.1948950104095
1972-03-26,Kuwait,Qatar,5,0,1,1,1474.6170014836057,1421.787527023142
1972-03-28,Israel,India,1,0,1,1,1561.3750520392082,1496.4542277884448
1972-03-28,Saudi Arabia,Bahrain,2,1,0,1,1474.6726529933403,1471.7478655914804
1972-03-29,Portugal,Cyprus,4,0,0,1,1522.9810039707447,1374.9683293335145
1972-03-30,Israel,Indonesia,1,0,1,1,1569.5279284444018,1561.7757245543542
1972-04-01,Israel,Thailand,0,0,1,1,1579.3048391011896,1439.982568958343
1972-04-09,Guatemala,Jamaica,1,0,0,1,1542.7684583373498,1393.6722160916358
1972-04-15,Haiti,Puerto Rico,7,0,0,1,1524.017330464055,1387.2547561718955
1972-04-16,Bulgaria,Poland,3,1,0,1,1557.0389124050369,1477.810967602526
1972-04-23,Puerto Rico,Haiti,0,5,0,1,1382.1660367435716,1529.106049892379
1972-04-23,Senegal,Cameroon,1,1,0,1,1525.11431289839,1536.074253429461
1972-04-23,Madagascar,Ethiopia,1,2,0,1,1476.112207109027,1471.3114891455134
1972-04-23,Ghana,Togo,1,1,0,1,1599.1704669115375,1504.3354781515973
1972-04-23,Tunisia,Morocco,3,3,0,1,1562.7629929899822,1587.5961136573699
