date,home_team,away_team,home_goals,away_goals,is_neutral,is_intl,home_elo,away_elo
2017-01-15,Panama,Nicaragua,2,1,0,1,1625.6929526135436,1272.0950201263686
2017-01-15,Algeria,Zimbabwe,2,2,1,1,1612.5429521418637,1486.4845313870167
2017-01-15,Senegal,Tunisia,2,0,1,1,1633.3264386849276,1652.6203717892483
2017-01-16,Ivory Coast,Togo,0,0,1,1,1713.8557866333695,1497.6265302211782
2017-01-16,DR Congo,Morocco,1,0,1,1,1576.9120538755042,1602.8421144947167
2017-01-17,Egypt,Mali,0,0,1,1,1675.0779684664435,1582.9486760419632
2017-01-17,Panama,Honduras,0,1,0,1,1627.4771895940398,1605.5301746294513
2017-01-17,El Salvador,Belize,3,1,1,1,1501.5189688494274,1359.42331489549
2017-01-17,Ghana,Uganda,1,0,1,1,1648.3368805225841,1608.4174706425345
2017-01-17,Costa Rica,Nicaragua,0,0,1,1,1724.1503544097673,1270.3107831458724
2017-01-18,Gabon,Burkina Faso,1,1,0,1,1541.0096169606718,1554.63463545918
2017-01-19,Tunisia,Algeria,2,1,1,1,1642.065617896516,1609.0659500969866
2017-01-19,Senegal,Zimbabwe,2,0,1,1,1643.88119257766,1489.9615334318937
2017-01-20,Nicaragua,Belize,3,1,1,1,1278.944031386216,1353.2994129798371
2017-01-20,Panama,El Salvador,1,0,0,1,1615.4354891453631,1507.6428707650803
2017-01-20,Morocco,Togo,3,1,1,1,1592.0971699674512,1503.1542057355068
2017-01-20,Costa Rica,Honduras,1,1,1,1,1715.5171061694236,1617.571875078128
2017-01-20,DR Congo,Ivory Coast,2,2,1,1,1587.6569984027697,1708.3281111190408
2017-01-21,Egypt,Uganda,1,0,1,1,1672.4867257228527,1599.5614141625042
2017-01-21,Ghana,Mali,1,0,1,1,1657.1929370026144,1585.539918785554
2017-01-22,Honduras,Belize,1,0,1,1,1620.3185852285897,1341.1913786746402
2017-01-22,El Salvador,Nicaragua,1,0,1,1,1501.8960259699331,1291.052065691413
2017-01-22,Panama,Costa Rica,1,0,0,1,1621.1823339405103,1712.770396018962
2017-01-22,Gabon,Cameroon,0,0,0,1,1539.9664694243468,1659.0757657620456
2017-01-23,Algeria,Senegal,2,2,1,1,1600.012910982148,1649.7197765772853
2017-01-23,Tunisia,Zimbabwe,4,2,1,1,1651.1186570113546,1484.1229494322683
2017-01-24,DR Congo,Togo,3,1,1,1,1590.9969593436203,1495.6596950959877
2017-01-24,Morocco,Ivory Coast,1,0,1,1,1599.5916806069704,1704.9881501781902
2017-01-25,Mali,Uganda,1,1,1,1,1577.5735086663492,1591.6300829127817
2017-01-25,Egypt,Ghana,1,0,1,1,1680.4180569725752,1665.159347121819
2017-01-28,Burkina Faso,Tunisia,2,0,1,1,1555.677782995505,1656.6509985081218
2017-01-28,Cameroon,Senegal,0,0,1,1,1657.1124657148714,1648.2987799582613
2017-01-29,Ghana,DR Congo,2,1,1,1,1655.5982459485267,1598.3197914975308
2017-01-29,Egypt,Morocco,1,0,1,1,1689.9791581458676,1612.535483361485
2017-02-01,Burkina Faso,Egypt,1,1,1,1,1568.5048759459523,1697.7863467275463
2017-02-02,Cameroon,Ghana,2,0,1,1,1656.8588418491397,1663.9644147389963
2017-02-04,Burkina Faso,Ghana,1,0,1,1,1572.0631652167183,1653.7599284202313
2017-02-05,Cameroon,Egypt,2,1,1,1,1667.0633281679047,1694.2280574567803
2017-03-23,Thailand,Saudi Arabia,0,3,0,1,1471.834635726396,1626.937984034757
2017-03-23,United Arab Emirates,Japan,0,2,0,1,1603.172744109488,1721.8940470482803
2017-03-23,Iraq,Australia,1,1,1,1,1548.422758510124,1713.9212984624114
2017-03-23,China,South Korea,1,0,0,1,1600.2748718556365,1721.5275828716485
2017-03-23,Qatar,Iran,0,1,0,1,1572.0216320875732,1748.6167010806973
2017-03-23,Syria,Uzbekistan,1,0,1,1,1595.7826283587592,1662.92603868187
2017-03-23,Uruguay,Brazil,1,4,0,1,1672.4055865136006,1799.8945980919164
2017-03-23,Argentina,Chile,1,0,0,1,1775.8940157121642,1701.2559014718645
2017-03-23,Paraguay,Ecuador,2,1,0,1,1556.0717135258976,1597.5169662115075
2017-03-23,Colombia,Bolivia,1,0,0,1,1676.7326651860383,1449.9242004363632
2017-03-23,Venezuela,Peru,2,2,0,1,1494.764824380464,1535.7483590995153
2017-03-24,Haiti,Nicaragua,3,1,0,1,1539.8952646175176,1286.4711794098484
2017-03-24,Comoros,Mauritius,2,0,0,1,1305.60996404105,1330.0289710682348
2017-03-24,Mexico,Costa Rica,2,0,0,1,1763.5432888664677,1701.5790797126788
2017-03-24,United States,Honduras,6,0,0,1,1690.0001228585772,1623.6592932734288
2017-03-24,Trinidad and Tobago,Panama,1,0,0,1,1529.3445678733012,1632.3736502467934
2017-03-24,Liechtenstein,North Macedonia,0,3,0,1,1255.4197878507273,1354.067658781788
2017-03-24,Spain,Israel,4,1,0,1,1863.8562904232422,1543.8094845036503
2017-03-24,Ireland,Wales,0,0,0,1,1658.5650441394462,1567.695837364433
2017-03-24,Kosovo,Iceland,1,2,1,1,1485.795391562803,1561.5013243169622
2017-03-24,Croatia,Ukraine,1,0,0,1,1725.3132620597041,1629.0652841843776
2017-03-24,Georgia,Serbia,1,3,0,1,1420.2578878212923,1618.5620204847226
2017-03-24,Turkey,Finland,2,0,0,1,1632.7645430721332,1506.8317377136138
2017-03-24,Italy,Albania,2,0,0,1,1810.8534242858589,1447.3318431241253
2017-03-24,Austria,Moldova,2,0,0,1,1594.5000817213538,1327.1789396580189
2017-03-25,Luxembourg,France,1,3,0,1,1171.1380106538413,1774.9581311657696
2017-03-25,Fiji,New Zealand,0,2,0,1,1505.0453957632571,1595.613772409
2017-03-25,Portugal,Hungary,3,0,0,1,1776.3151020895925,1577.39190498872
2017-03-25,Belgium,Greece,1,1,0,1,1697.724250713717,1620.6267132855269
2017-03-25,Andorra,Faroe Islands,0,0,0,1,1144.4970850100556,1257.4924150354068
2017-03-25,Sweden,Belarus,4,0,0,1,1663.3000826067537,1428.7892759013268
2017-03-25,Cyprus,Estonia,0,0,0,1,1360.5489281696732,1376.7460277337586
2017-03-25,Bosnia and Herzegovina,Gibraltar,5,0,0,1,1587.8028380498513,1415.6579503150833
2017-03-25,Switzerland,Latvia,1,0,0,1,1683.6702567329303,1434.6886610533643
2017-03-25,Bulgaria,Netherlands,2,0,0,1,1536.6194338788887,1768.846936930334
2017-03-26,Scotland,Slovenia,1,0,0,1,1576.9149363700126,1543.3888754926525
2017-03-26,England,Lithuania,2,0,0,1,1765.0817392891881,1439.4888558447465
2017-03-26,Northern Ireland,Norway,2,0,0,1,1513.1523220128006,1545.8957192447954
2017-03-26,Montenegro,Poland,1,2,0,1,1520.0204243641588,1661.2911508454322
2017-03-26,Romania,Denmark,0,0,0,1,1607.9707825410737,1638.9673850527993
2017-03-26,Malta,Slovakia,1,3,0,1,1168.7997487598382,1583.2053338225915
2017-03-26,Armenia,Kazakhstan,2,0,0,1,1418.8704603844162,1354.3570663056394
2017-03-26,San Marino,Czech Republic,0,6,0,1,1095.727870435952,1660.068034794676
2017-03-26,Azerbaijan,Germany,1,4,0,1,1368.1788844634061,1879.1377669488204
2017-03-28,Lebanon,Hong Kong,2,0,0,1,1410.7049937595937,1357.585623347418
2017-03-28,Iran,China,1,0,0,1,1755.1261277054464,1612.2974138666084
2017-03-28,Australia,United Arab Emirates,2,0,0,1,1709.488197081911,1595.1253049095303
2017-03-28,Chile,Venezuela,3,1,0,1,1694.6969150259165,1494.5053678921684
2017-03-28,Japan,Thailand,4,0,0,1,1729.9414862482379,1464.7707309833645
2017-03-28,Afghanistan,Vietnam,1,1,1,1,1354.7229391189512,1354.7635257606585
2017-03-28,Philippines,Nepal,4,1,0,1,1328.6755618843206,1262.603472995659
2017-03-28,South Korea,Syria,1,0,0,1,1709.5050408606767,1607.6914667470419
2017-03-28,Uzbekistan,Qatar,1,0,0,1,1651.0172002935874,1565.512205462824
2017-03-28,Jordan,Cambodia,7,0,0,1,1577.6676421158875,1161.6192474427964
2017-03-28,Saudi Arabia,Iraq,1,0,0,1,1634.0018887777885,1552.8558598906243
2017-03-28,Oman,Bhutan,14,0,0,1,1569.382135819502,1181.4206114200608
2017-03-28,Mauritius,Comoros,1,1,0,1,1320.763923631448,1314.8750114778368
2017-03-28,Bahrain,Singapore,0,0,0,1,1506.9196532894887,1338.0264564474915
2017-03-28,Bolivia,Argentina,2,0,0,1,1446.5461844636577,1782.4530021581122
2017-03-28,Ecuador,Colombia,0,2,0,1,1587.7631418844167,1680.1106811587438
2017-03-28,Panama,United States,1,1,0,1,1620.8590933320302,1696.7713510634433
2017-03-28,Trinidad and Tobago,Mexico,0,1,0,1,1540.8591247880645,1770.4278088737915
2017-03-28,Nicaragua,Haiti,3,0,0,1,1283.501773404179,1542.864670623187
2017-03-28,Peru,Uruguay,2,1,0,1,1536.007815587811,1664.5996400492036
2017-03-28,Brazil,Paraguay,3,0,0,1,1807.7005445563134,1565.8255378529884
2017-03-28,New Zealand,Fiji,2,0,0,1,1604.4513985151439,1496.2077696571132
2017-03-28,Honduras,Costa Rica,1,1,0,1,1616.8880650685628,1694.694559705355
2017-06-07,Fiji,New Caledonia,2,2,0,1,1490.4715519153165,1490.2168425980947
2017-06-08,Costa Rica,Panama,0,0,0,1,1693.8959289011282,1621.603528292621
2017-06-08,United States,Trinidad and Tobago,2,0,0,1,1696.0269161028525,1535.6117008491292
2017-06-08,Australia,Saudi Arabia,3,2,0,1,1715.0813965974796,1640.3968179106578
2017-06-08,Mexico,Honduras,3,0,0,1,1775.6752328127268,1617.6866958727896
2017-06-09,Estonia,Belgium,0,2,0,1,1377.715895141748,1694.2209836409368
2017-06-09,Sudan,Madagascar,1,3,0,1,1459.7114325694563,1394.5444082855306
2017-06-09,Andorra,Hungary,1,0,0,1,1146.2906249842606,1573.5390135488892
2017-06-09,Bosnia and Herzegovina,Greece,0,0,0,1,1592.15803563943,1624.1299803583072
2017-06-09,Netherlands,Luxembourg,5,0,0,1,1754.035334866652,1170.3456486164887
2017-06-09,Latvia,Portugal,0,3,0,1,1431.6540097176248,1780.1679935294233
2017-06-09,Belarus,Bulgaria,2,1,0,1,1425.5339173113655,1551.4310359425708
2017-06-09,Cyprus,Gibraltar,2,1,1,1,1359.5790607616839,1411.3027527255047
2017-06-09,Faroe Islands,Switzerland,0,2,0,1,1255.6988750612018,1686.7049080686697
2017-06-09,Sweden,France,2,1,0,1,1666.555441196715,1775.7504932031222
2017-06-10,Burkina Faso,Angola,3,1,0,1,1584.3721864446668,1451.8690254555484
2017-06-10,Mali,Gabon,2,1,0,1,1577.9778687930134,1541.929769471521
2017-06-10,Nigeria,South Africa,0,2,0,1,1664.6278030093947,1599.505812241524
2017-06-10,Cameroon,Morocco,1,0,0,1,1677.8436026067889,1604.7282947798062
2017-06-10,DR Congo,Congo,3,1,0,1,1589.9536227070612,1514.2012405560881
2017-06-10,Burundi,South Sudan,3,0,0,1,1409.3599675531755,1410.883543709657
2017-06-10,Zambia,Mozambique,0,1,0,1,1572.227267894625,1454.2531259525645
2017-06-10,Ivory Coast,Guinea,2,3,0,1,1692.0443474236756,1561.394991742872
2017-06-10,Sierra Leone,Kenya,2,1,0,1,1474.797788618263,1518.58497754953
2017-06-10,Malawi,Comoros,1,0,0,1,1460.7783118107875,1316.4698908082169
2017-06-10,Senegal,Equatorial Guinea,3,0,0,1,1648.552403823993,1420.8297697261407
2017-06-10,Poland,Romania,3,1,0,1,1668.7229750755102,1607.4243655852845
2017-06-10,Kazakhstan,Denmark,1,3,0,1,1347.5386438715418,1639.5138020085885
2017-06-10,Niger,Eswatini,0,0,0,1,1393.1792892734964,1420.1275158292326
2017-06-10,Scotland,England,2,2,0,1,1584.5561318578507,1767.1458828985847
2017-06-10,Azerbaijan,Northern Ireland,0,1,0,1,1366.8634030780297,1522.6560450904271
2017-06-10,Germany,San Marino,7,0,0,1,1880.4532483341968,1094.7432807324774
2017-06-10,Lithuania,Slovakia,1,2,0,1,1437.42471223535,1585.3917702096128
2017-06-10,Montenegro,Armenia,4,1,0,1,1512.5886001340807,1425.6888828185138
2017-06-10,Slovenia,Malta,2,0,0,1,1535.7476800048144,1166.6133123728168
2017-06-10,Norway,Czech Republic,1,1,0,1,1536.3919961671688,1661.0526244981504
2017-06-11,Mexico,United States,1,1,0,1,1780.3144278615912,1700.6165245438556
2017-06-11,New Caledonia,Fiji,2,1,0,1,1491.6532855565256,1489.0351089568856
2017-06-11,Zimbabwe,Liberia,3,0,0,1,1478.590607935501,1414.0200353154958
2017-06-11,Ghana,Ethiopia,5,0,0,1,1641.4509071922828,1418.8303767025184
2017-06-11,Benin,Gambia,1,0,0,1,1486.026236454824,1418.4060714103111
2017-06-11,Algeria,Togo,1,0,0,1,1601.433907601172,1488.3368629420772
2017-06-11,Central African Republic,Rwanda,2,1,0,1,1396.1948398407653,1452.9468070093865
2017-06-11,Tunisia,Egypt,1,0,0,1,1643.8239055576744,1683.4477830178962
2017-06-11,Iceland,Croatia,1,0,0,1,1569.3561760207956,1731.3360794382902
2017-06-11,Kosovo,Turkey,1,4,1,1,1477.9405398589695,1638.0933809066566
2017-06-11,Moldova,Georgia,2,2,0,1,1324.4061765306044,1414.2847725464483
2017-06-11,Serbia,Wales,1,1,0,1,1624.5351357595666,1571.5418980052948
2017-06-11,Israel,Albania,0,3,0,1,1541.6854896671114,1445.6382854226263
2017-06-11,Ireland,Austria,1,1,0,1,1654.7189834985843,1597.2728448487683
2017-06-11,North Macedonia,Spain,1,2,0,1,1362.676539859461,1865.980285259781
2017-06-11,Finland,Ukraine,1,2,0,1,1501.5028998790904,1623.0424668057915
2017-06-11,Italy,Liechtenstein,5,0,0,1,1812.5469819873579,1246.8109067730543
2017-06-12,Iran,Uzbekistan,2,0,0,1,1760.0835033248718,1657.3034710604238
2017-06-13,India,Kyrgyzstan,1,0,0,1,1368.2107762695816,1401.5094692540301
2017-06-13,Malaysia,Lebanon,1,2,0,1,1337.8097276419687,1417.821166347833
2017-06-13,Syria,China,2,2,1,1,1601.8026360635351,1607.340038247183
2017-06-13,Qatar,South Korea,3,2,0,1,1559.2259346959877,1715.3938715441834
2017-06-13,Palestine,Oman,2,1,0,1,1386.97210320456,1570.8699664772303
2017-06-13,Hong Kong,North Korea,1,1,0,1,1350.4694507591787,1588.6482366418443
2017-06-13,Cambodia,Afghanistan,1,0,0,1,1160.3393167168538,1354.724107296398
2017-06-13,Vietnam,Jordan,0,0,0,1,1354.7623575832117,1578.9475728418302
2017-06-13,Tajikistan,Philippines,3,4,0,1,1390.787502831517,1335.453720428607
2017-06-13,Turkmenistan,Bahrain,1,2,0,1,1464.5844225586939,1501.3389571671298
2017-06-13,Iraq,Japan,1,1,1,1,1546.4609307577552,1732.7439463455723
2017-06-13,Panama,Honduras,2,2,0,1,1624.9848832601278,1613.0475008239252
2017-06-13,Costa Rica,Trinidad and Tobago,2,1,0,1,1690.5145739336213,1531.0220924081261
2017-06-13,Thailand,United Arab Emirates,1,1,0,1,1461.96827088603,1589.5321053939617
2017-06-17,Russia,New Zealand,2,0,0,1,1638.3870023382358,1610.1876162569406
2017-06-18,Mexico,Portugal,2,2,1,1,1776.7456747511276,1783.2095805584563
2017-06-18,Chile,Cameroon,2,0,1,1,1698.5271458897384,1684.4412873503504
2017-06-19,Germany,Australia,3,2,1,1,1880.6147709789495,1721.6392040938404
2017-06-21,Mexico,New Zealand,2,1,1,1,1776.931699453035,1602.401123005743
2017-06-21,Russia,Portugal,0,1,0,1,1646.1734955894333,1783.023555856549
2017-06-22,Australia,Cameroon,1,1,1,1,1715.9202078042956,1674.846488965698
2017-06-22,Chile,Germany,1,1,1,1,1708.121944274391,1886.3337672684943
2017-06-24,Russia,Mexico,1,2,0,1,1638.622443143841,1782.2921497848856
2017-06-24,Portugal,New Zealand,4,0,1,1,1790.574608302141,1597.0406726738925
2017-06-25,Germany,Cameroon,3,1,1,1,1881.6114798434044,1676.0232088232385
2017-06-25,Tanzania,Malawi,2,0,1,1,1449.578767168837,1465.7039959448512
2017-06-25,Australia,Chile,1,1,1,1,1714.743487946755,1712.8442316994808
2017-06-25,Angola,Mauritius,1,0,1,1,1446.6867224063105,1319.169044301068
2017-06-26,Zimbabwe,Mozambique,4,0,1,1,1485.4075513043822,1468.7432966284443
2017-06-27,Malawi,Mauritius,0,0,1,1,1455.240207518018,1312.6829153843241
2017-06-27,Angola,Tanzania,0,0,1,1,1453.1728513230544,1460.0425555956701
2017-06-28,Chile,Portugal,0,0,1,1,1712.898896144011,1795.5168628707743
2017-06-28,Madagascar,Zimbabwe,0,0,1,1,1407.7428843736784,1494.9282829627432
2017-06-29,Mauritius,Tanzania,1,1,1,1,1316.5702984057411,1459.8448553758617
2017-06-29,Angola,Malawi,0,0,1,1,1453.3705515428628,1451.352824496601
2017-06-29,Germany,Mexico,4,1,1,1,1886.300088451607,1789.65959509294
2017-06-30,Madagascar,Mozambique,4,1,1,1,1410.2009027415606,1459.2225649700833
2017-06-30,Grenada,Saint Lucia,2,0,0,1,1383.9140901907333,1327.008955707588
2017-07-02,South Africa,Tanzania,0,1,0,1,1612.703124713951,1455.9399616415653
2017-07-02,Zimbabwe,Eswatini,2,1,1,1,1492.470264594861,1420.7900273404393
2017-07-02,Portugal,Mexico,2,1,1,1,1793.182756325175,1782.371549368798
2017-07-02,Germany,Chile,1,0,1,1,1893.588134175749,1715.2330026896102
2017-07-03,Barbados,Saint Lucia,1,1,1,1,1393.5052656848247,1319.99236743374
2017-07-04,Namibia,Eswatini,1,0,1,1,1452.9693891094096,1412.8243682376162
2017-07-05,Zambia,Tanzania,4,2,1,1,1557.737097218745,1471.2755857059572
2017-07-06,Grenada,Barbados,0,2,0,1,1390.9306784645814,1391.4204142421152
2017-07-07,South Africa,Namibia,1,0,0,1,1597.3675006495591,1461.819037435801
2017-07-07,Costa Rica,Honduras,1,0,1,1,1695.1229935042697,1614.8115541231734
2017-07-08,United States,Panama,1,1,0,1,1704.1852776543192,1623.2208299608797
2017-07-09,Zimbabwe,Zambia,3,1,1,1,1500.435923697684,1565.2986651690846
2017-07-09,Mexico,El Salvador,3,1,1,1,1772.6826205239167,1506.4769122514977
2017-07-11,Canada,Costa Rica,1,1,1,1,1578.0370151732502,1702.8517538341366
2017-07-12,Panama,Nicaragua,2,1,1,1,1626.8213528861124,1298.890707767603
2017-07-13,Jamaica,Mexico,0,0,1,1,1562.5057942468127,1776.235467230485
2017-07-14,Thailand,North Korea,3,0,0,1,1464.1643742313574,1583.7060882233475
2017-07-14,Canada,Honduras,0,0,1,1,1581.4825096680656,1607.0827937933066
2017-07-15,United States,Nicaragua,3,0,0,1,1700.5847547290864,1296.2606159509808
2017-07-16,El Salvador,Jamaica,1,1,1,1,1502.9240655449294,1567.983309923435
2017-07-19,United States,El Salvador,2,0,0,1,1701.9479588832555,1504.7750369774196
2017-07-19,Costa Rica,Panama,1,0,1,1,1699.4062593393212,1629.4514447027348
2017-07-20,Jamaica,Canada,2,1,1,1,1566.1323384909447,1582.2180144738452
2017-07-20,Mexico,Honduras,1,0,1,1,1770.7579515538628,1606.347288987527
2017-07-22,United States,Costa Rica,2,0,0,1,1705.8322884650015,1707.4195725808545
2017-07-23,Jamaica,Mexico,1,0,1,1,1576.5949909396272,1776.350043206423
2017-07-26,United States,Jamaica,2,1,0,1,1714.4478074919116,1591.7847800795678
2017-08-29,United Arab Emirates,Saudi Arabia,2,1,0,1,1587.3360020486343,1633.839010414297
2017-08-31,Brazil,Ecuador,2,0,0,1,1810.8420101031052,1578.9760018192237
2017-08-31,Japan,Australia,2,0,0,1,1727.843146350048,1714.688823502225
2017-08-31,China,Uzbekistan,1,0,0,1,1607.1806724943233,1651.4377292816116
2017-08-31,Syria,Qatar,3,1,1,1,1601.9620018163948,1572.1900045364082
2017-08-31,Uganda,Egypt,1,0,0,1,1591.2257227861176,1673.7463430737002
2017-08-31,Guinea,Libya,3,2,0,1,1576.1716109077481,1535.9718569096642
2017-08-31,Uruguay,Argentina,0,0,0,1,1652.3753941305781,1765.6865177857485
2017-08-31,Chile,Paraguay,0,3,0,1,1709.9584944211615,1562.6840723061966
2017-08-31,South Korea,Iran,0,0,0,1,1702.429801703763,1765.949245103684
2017-08-31,Luxembourg,Belarus,1,0,0,1,1169.837912489029,1437.6843145403661
2017-08-31,Bulgaria,Sweden,3,2,0,1,1539.2806387135702,1678.2429150733587
2017-08-31,Hungary,Latvia,3,1,0,1,1555.5855829467882,1428.6124226885918
2017-08-31,Peru,Bolivia,2,1,0,1,1548.2320615064364,1463.3126688360214
2017-08-31,France,Netherlands,4,0,0,1,1764.0630193264785,1754.5430709941118
2017-08-31,Switzerland,Andorra,3,0,0,1,1688.7120790538472,1164.2440555863616
2017-08-31,Thailand,Iraq,1,2,0,1,1476.1396375934746,1551.3617307532795
2017-08-31,Belgium,Gibraltar,9,0,0,1,1697.7687979525851,1399.824926834804
2017-08-31,Greece,Estonia,0,0,0,1,1624.648404305148,1374.1680808300996
2017-08-31,Portugal,Faroe Islands,5,1,0,1,1802.8716851700563,1253.6917040760243
2017-08-31,Cyprus,Bosnia and Herzegovina,3,2,0,1,1371.0568866523845,1591.6396116925891
2017-08-31,Venezuela,Colombia,0,0,0,1,1490.6751370283464,1688.8978212239367
2017-09-01,Tunisia,DR Congo,2,1,0,1,1653.5253455018703,1596.4843666243346
2017-09-01,Nigeria,Cameroon,4,0,0,1,1651.4304905369677,1671.3346002150358
2017-09-01,Morocco,Mali,6,0,0,1,1598.1306100362447,1585.5506314392737
2017-09-01,United States,Costa Rica,0,2,0,1,1719.8505448302183,1698.8040535539444
2017-09-01,Mexico,Panama,1,0,0,1,1761.1602540664824,1621.4381314612015
2017-09-01,Trinidad and Tobago,Honduras,1,2,0,1,1526.4136728374776,1600.7551973349669
2017-09-01,Ghana,Congo,1,1,0,1,1644.8971459395896,1507.6704966388147
2017-09-01,Lithuania,Scotland,0,3,0,1,1430.1720032078279,1588.1973015667338
2017-09-01,Norway,Azerbaijan,2,0,0,1,1538.5084242029573,1359.8176169325093
2017-09-01,Kazakhstan,Montenegro,0,3,0,1,1343.5598069027228,1518.8403157449231
2017-09-01,Slovakia,Slovenia,1,0,0,1,1592.6444792371349,1537.3918200821242
2017-09-01,Romania,Armenia,1,0,0,1,1600.5225372384812,1419.4371672076713
2017-09-01,Malta,England,0,4,0,1,1164.969172295507,1763.5047131897015
2017-09-01,San Marino,Northern Ireland,0,3,0,1,1094.5817580877247,1529.7018312359476
2017-09-01,Czech Republic,Germany,1,2,0,1,1658.936196462362,1898.8626424441977
2017-09-01,Denmark,Poland,4,0,0,1,1643.4926389774075,1675.6248034223136
2017-09-02,Wales,Austria,1,0,0,1,1574.4223965989,1600.2704353618335
2017-09-02,Zambia,Algeria,3,1,0,1,1553.4531563428063,1607.0565127729506
2017-09-02,Gabon,Ivory Coast,0,3,0,1,1534.3570068252607,1677.2677282587995
2017-09-02,Senegal,Burkina Faso,0,0,0,1,1651.915671567689,1589.5544894939046
2017-09-02,Finland,Iceland,1,0,0,1,1493.5333592013196,1582.4720638803049
2017-09-02,Ukraine,Turkey,2,0,0,1,1631.0120074835622,1643.7847427561776
2017-09-02,Georgia,Ireland,1,1,0,1,1413.141988387062,1651.721392985519
2017-09-02,Israel,North Macedonia,0,1,0,1,1527.7131728146887,1361.305855263538
2017-09-02,Albania,Liechtenstein,2,0,0,1,1459.610602275049,1246.249440951293
2017-09-02,Serbia,Moldova,3,0,0,1,1621.6546371659615,1325.5489606899907
2017-09-02,Spain,Italy,3,0,0,1,1867.350969855704,1813.108447809119
2017-09-03,Latvia,Switzerland,0,3,0,1,1423.3069622380417,1689.4187812003222
2017-09-03,Hungary,Portugal,0,1,0,1,1560.8910433973383,1803.487565219343
2017-09-03,Greece,Belgium,1,2,0,1,1617.6609137641426,1700.1467191639033
2017-09-03,France,Luxembourg,0,0,0,1,1772.3664619016288,1185.3978280389956
2017-09-03,Netherlands,Bulgaria,3,1,0,1,1746.2396284189615,1551.786649021304
2017-09-03,Estonia,Cyprus,1,0,0,1,1381.155571371105,1385.6067982929421
2017-09-03,Croatia,Kosovo,1,0,0,1,1718.220191578781,1472.2491780094485
2017-09-03,Faroe Islands,Andorra,1,0,0,1,1253.0758240267376,1163.5373534398866
2017-09-03,Belarus,Sweden,0,4,0,1,1422.1243989903994,1665.736904765625
2017-09-03,Gibraltar,Bosnia and Herzegovina,0,4,1,1,1397.447005623486,1577.0897000520315
2017-09-04,Scotland,Malta,2,0,0,1,1595.1845469397274,1164.1533342036932
2017-09-04,Northern Ireland,Czech Republic,2,0,0,1,1531.6666411513036,1653.9162658856455
2017-09-04,Cameroon,Nigeria,1,1,0,1,1662.1986694598784,1660.5664212921251
2017-09-04,Libya,Guinea,1,0,1,1,1528.5112179694645,1583.6322498479478
2017-09-04,England,Slovakia,2,1,0,1,1764.3205512815152,1599.7044574379
2017-09-04,Poland,Kazakhstan,3,0,0,1,1666.1386281591258,1337.0171104018225
2017-09-04,Germany,Norway,6,0,0,1,1903.8825730209142,1542.736614384544
2017-09-04,Armenia,Denmark,1,4,0,1,1415.254755038091,1652.9788142405953
2017-09-04,Montenegro,Romania,1,0,0,1,1525.3830122458235,1604.7049494080616
2017-09-04,Slovenia,Lithuania,4,0,0,1,1530.3318418813592,1423.1847578348343
2017-09-04,Azerbaijan,San Marino,5,1,0,1,1355.5894267509225,1092.6169481723687
2017-09-05,Saudi Arabia,Japan,1,0,0,1,1623.9396585256195,1736.0451777642893
2017-09-05,DR Congo,Tunisia,2,2,0,1,1589.4713398391593,1660.5383722870456
2017-09-05,Australia,Thailand,2,1,0,1,1706.4867920879838,1466.864315211135
2017-09-05,Qatar,China,1,2,0,1,1563.0448202498474,1617.0153923540445
2017-09-05,North Korea,Lebanon,2,2,0,1,1571.7308248612303,1426.959509718435
2017-09-05,Jordan,Afghanistan,4,1,0,1,1574.3158273741917,1340.792164888616
2017-09-05,Iran,Syria,2,2,0,1,1765.5603205201705,1611.1071861029557
2017-09-05,Uzbekistan,South Korea,0,0,0,1,1641.6030094218904,1702.8187262872764
2017-09-05,Cambodia,Vietnam,1,2,0,1,1174.2712591246357,1359.3941030508502
2017-09-05,Mali,Morocco,0,0,0,1,1577.3325987220453,1606.348642753473
2017-09-05,Malaysia,Hong Kong,1,1,0,1,1328.6713842713668,1355.4115991776755
2017-09-05,Singapore,Turkmenistan,1,1,0,1,1343.6071525698503,1454.2033720078887
2017-09-05,Iraq,United Arab Emirates,1,0,1,1,1560.6370531356192,1597.2353539373119
2017-09-05,Bhutan,Palestine,0,2,0,1,1179.9327807623326,1400.6458867980955
2017-09-05,Nepal,Tajikistan,1,2,0,1,1255.8253144513726,1377.8453480876603
2017-09-05,Egypt,Uganda,1,0,0,1,1662.813048417328,1602.1590174424898
2017-09-05,Congo,Ghana,1,5,0,1,1512.5919058768675,1639.9757367015368
2017-09-05,Ivory Coast,Gabon,1,2,0,1,1684.6555166259377,1526.9692184581224
2017-09-05,Turkey,Croatia,1,0,0,1,1634.8521477874103,1721.2997242730407
2017-09-05,Iceland,Ukraine,2,0,0,1,1571.35598686917,1639.9446024523295
2017-09-05,Colombia,Brazil,1,1,0,1,1684.8729008165117,1814.1390767592336
2017-09-05,Honduras,United States,1,1,0,1,1610.0557359980064,1707.8336961819675
2017-09-05,Burkina Faso,Senegal,2,2,0,1,1592.6802825973566,1648.789878464237
2017-09-05,Costa Rica,Mexico,1,1,0,1,1710.8209022021952,1766.1846083105067
2017-09-05,Panama,Trinidad and Tobago,3,0,0,1,1616.413777217177,1517.113134174438
2017-09-05,Paraguay,Uruguay,1,2,0,1,1577.821500389159,1654.177729557461
