club_id,club,league_id,league,season,wins,draws,losses,pts,avg_xG,total_goals,total_goals_cond
72,Everton,1,EPL,2017,13,10,15,49,1.150197657894737,44,58
73,Bournemouth,1,EPL,2017,11,11,16,44,1.0524173684210527,45,61
74,Southampton,1,EPL,2017,7,15,16,36,1.1021091315789473,37,56
75,Leicester,1,EPL,2017,12,11,15,47,1.323387202631579,56,60
76,West Bromwich Albion,1,EPL,2017,6,13,19,31,0.9259052894736842,31,56
78,Crystal Palace,1,EPL,2017,11,11,16,44,1.4934132631578947,45,55
80,Chelsea,1,EPL,2017,21,7,10,70,1.5568602368421052,62,38
81,West Ham,1,EPL,2017,10,12,16,42,0.968456052631579,48,68
82,Tottenham,1,EPL,2017,23,8,7,77,1.8134708947368423,74,36
83,Arsenal,1,EPL,2017,19,6,13,63,1.9018246052631578,74,51
84,Swansea,1,EPL,2017,8,9,21,33,0.7819232815789473,28,56
85,Stoke,1,EPL,2017,7,12,19,33,0.9672173421052631,35,68
86,Newcastle United,1,EPL,2017,12,8,18,44,1.174358105263158,39,47
87,Liverpool,1,EPL,2017,21,12,5,75,2.0390820789473683,84,38
88,Manchester City,1,EPL,2017,32,4,2,100,2.406161710526316,106,27
89,Manchester United,1,EPL,2017,25,6,7,81,1.553774,68,28
90,Watford,1,EPL,2017,11,8,19,41,1.2065112894736842,44,64
92,Burnley,1,EPL,2017,14,12,12,54,0.8624134736842105,36,39
94,Verona,2,Serie A,2017,7,4,27,25,0.8885055710526316,30,78
95,Roma,2,Serie A,2017,23,8,7,77,1.7270074736842105,61,28
96,Lazio,2,Serie A,2017,21,9,8,72,1.750169552631579,89,49
97,Bologna,2,Serie A,2017,11,6,21,39,0.9503428947368422,40,52
98,Juventus,2,Serie A,2017,30,5,3,95,1.5586509210526316,86,24
99,Udinese,2,Serie A,2017,12,4,22,40,1.1887118157894736,48,63
101,Genoa,2,Serie A,2017,11,8,19,41,1.110748452631579,33,43
102,Sampdoria,2,Serie A,2017,16,6,16,54,1.3984022868421053,56,60
104,Sassuolo,2,Serie A,2017,11,10,17,43,1.2407593157894736,29,59
105,Napoli,2,Serie A,2017,28,7,3,91,1.8540427710526315,77,29
106,Inter,2,Serie A,2017,20,12,6,72,1.600916552631579,66,30
107,Atalanta,2,Serie A,2017,16,12,10,60,1.6919637631578948,57,39
109,Chievo,2,Serie A,2017,10,10,18,40,0.9037535973684211,36,59
110,Fiorentina,2,Serie A,2017,16,9,13,57,1.424185447368421,54,46
111,AC Milan,2,Serie A,2017,18,10,10,64,1.3388326842105263,56,42
113,Torino,2,Serie A,2017,13,15,10,54,1.2261085263157894,54,46
115,Crotone,2,Serie A,2017,9,8,21,35,0.8747345342105263,40,66
116,Cagliari,2,Serie A,2017,11,6,21,39,1.0071726315789473,33,61
117,Bayern Munich,3,Bundesliga,2017,27,3,4,84,2.251438382352941,92,28
118,Hamburger SV,3,Bundesliga,2017,8,7,19,31,1.0599745649999999,29,53
119,Bayer Leverkusen,3,Bundesliga,2017,15,10,9,55,1.6759654705882354,58,44
120,Hoffenheim,3,Bundesliga,2017,15,10,9,55,1.4916488235294116,66,48
121,Augsburg,3,Bundesliga,2017,10,11,13,41,1.2430062352941176,43,46
122,Hertha Berlin,3,Bundesliga,2017,10,13,11,43,1.13456425,43,46
123,Werder Bremen,3,Bundesliga,2017,10,12,12,42,1.132599117647059,37,40
124,Schalke 04,3,Bundesliga,2017,18,9,7,63,1.377338705882353,53,37
125,Mainz 05,3,Bundesliga,2017,9,9,16,36,0.9307861764705883,38,52
128,Hannover 96,3,Bundesliga,2017,10,9,15,39,1.2123049705882354,44,54
129,Borussia Dortmund,3,Bundesliga,2017,15,10,9,55,1.9440569705882353,64,47
130,Borussia M.Gladbach,3,Bundesliga,2017,13,8,13,47,1.5072745588235295,47,52
131,Wolfsburg,3,Bundesliga,2017,6,15,13,33,0.944279244117647,36,48
132,Eintracht Frankfurt,3,Bundesliga,2017,14,7,13,49,1.2076259999999999,45,45
133,VfB Stuttgart,3,Bundesliga,2017,15,6,13,51,1.115063882352941,36,36
134,FC Cologne,3,Bundesliga,2017,5,7,22,22,1.220606205882353,35,70
135,Freiburg,3,Bundesliga,2017,8,12,14,36,1.0877160294117647,32,56
136,RasenBallsport Leipzig,3,Bundesliga,2017,15,8,11,53,1.5124206470588235,57,53
137,Malaga,4,La liga,2017,5,5,28,20,0.9441167631578948,24,61
138,Sevilla,4,La liga,2017,17,7,14,58,1.6181862631578947,49,58
139,Deportivo La Coruna,4,La liga,2017,6,11,21,29,1.3098728684210525,38,76
140,Real Sociedad,4,La liga,2017,14,7,17,49,1.482862157894737,66,59
141,Espanyol,4,La liga,2017,12,13,13,49,1.0941226842105263,36,42
142,Getafe,4,La liga,2017,15,10,13,55,1.2902488684210527,42,33
143,Atletico Madrid,4,La liga,2017,23,10,5,79,1.3234336842105263,58,22
144,Las Palmas,4,La liga,2017,5,7,26,22,0.9967161894736842,24,74
146,Valencia,4,La liga,2017,22,7,9,73,1.5200887789473685,65,38
147,Athletic Club,4,La liga,2017,10,13,15,43,1.3627794210526316,41,49
148,Barcelona,4,La liga,2017,28,9,1,93,2.3812303157894736,99,29
150,Real Madrid,4,La liga,2017,22,10,6,76,2.4022992105263157,94,44
151,Levante,4,La liga,2017,11,13,14,46,1.1632147631578948,44,58
152,Celta Vigo,4,La liga,2017,13,10,15,49,1.4365791631578948,59,60
153,Real Betis,4,La liga,2017,18,6,14,60,1.2293543157894735,60,61
154,Villarreal,4,La liga,2017,18,7,13,61,1.4649854210526316,57,50
156,Eibar,4,La liga,2017,14,9,15,51,1.0900926315789472,44,50
158,Alaves,4,La liga,2017,15,2,21,47,0.9968295526315789,40,50
159,Leganes,4,La liga,2017,12,7,19,43,1.0330779184210528,34,51
160,Lille,5,Ligue 1,2017,10,8,20,38,0.9507451315789474,41,67
161,Paris Saint Germain,5,Ligue 1,2017,29,6,3,93,2.3664288421052633,108,29
163,Rennes,5,Ligue 1,2017,16,10,12,58,1.236055,50,44
164,Marseille,5,Ligue 1,2017,22,11,5,77,2.163099447368421,80,47
165,Caen,5,Ligue 1,2017,10,8,20,38,1.0835344210526316,27,52
166,Montpellier,5,Ligue 1,2017,11,18,9,51,1.047599605263158,36,33
167,Angers,5,Ligue 1,2017,9,14,15,41,1.2145556315789474,42,52
168,Nantes,5,Ligue 1,2017,14,10,14,52,1.0473737368421052,36,41
169,Guingamp,5,Ligue 1,2017,12,11,15,47,1.1015513605263159,48,59
170,Nice,5,Ligue 1,2017,15,9,14,54,1.2462569736842106,53,52
171,Monaco,5,Ligue 1,2017,24,8,6,80,1.6424191315789474,85,45
172,Troyes,5,Ligue 1,2017,9,6,23,33,0.9770658,32,59
174,Toulouse,5,Ligue 1,2017,9,10,19,37,1.1393372631578946,38,54
175,Saint-Etienne,5,Ligue 1,2017,15,10,13,55,1.3430226052631578,47,50
176,Bordeaux,5,Ligue 1,2017,16,7,15,55,1.3830835263157895,53,48
178,Lyon,5,Ligue 1,2017,23,9,6,78,1.7175972631578948,87,43
180,Metz,5,Ligue 1,2017,6,8,24,26,0.9579082447368421,34,76
181,Dijon,5,Ligue 1,2017,13,9,16,48,1.0533005,55,73
183,Spartak Moscow,6,RFPL,2017,16,8,6,56,1.6369239,51,32
184,FC Ufa,6,RFPL,2017,11,10,9,43,0.9412432333333333,34,30
185,CSKA Moscow,6,RFPL,2017,17,7,6,58,1.5235798,49,23
186,Rubin Kazan,6,RFPL,2017,9,11,10,38,0.9415513666666667,32,25
187,FC Rostov,6,RFPL,2017,9,10,11,37,0.9065912333333334,27,28
188,FK Akhmat,6,RFPL,2017,10,9,11,39,1.047305,30,34
189,Zenit St. Petersburg,6,RFPL,2017,14,11,5,53,1.5313909333333333,46,21
190,Dinamo Moscow,6,RFPL,2017,10,10,10,40,1.0433847766666666,29,30
192,Lokomotiv Moscow,6,RFPL,2017,18,6,6,60,1.2138950666666666,41,21
193,Anzhi Makhachkala,6,RFPL,2017,6,6,18,24,0.8835671266666666,31,55
195,Amkar,6,RFPL,2017,9,8,13,35,0.8120519333333333,20,30
196,FC Krasnodar,6,RFPL,2017,16,6,8,54,1.2931128333333333,46,30
198,Ural,6,RFPL,2017,8,13,9,37,0.9308520666666666,31,32
200,Arsenal Tula,6,RFPL,2017,12,6,12,42,1.0868414,35,41
217,Tosno,6,RFPL,2017,6,6,18,24,0.73912935,23,54
218,SKA-Khabarovsk,6,RFPL,2017,2,7,21,13,0.6003457366666667,16,55
219,Huddersfield,1,EPL,2017,9,10,19,37,0.845627452631579,28,58
220,Brighton,1,EPL,2017,9,13,16,40,0.9793267499999999,34,54
221,SPAL 2013,2,Serie A,2017,8,14,16,38,0.9108815789473684,39,59
222,Benevento,2,Serie A,2017,6,3,29,21,1.0055092894736841,33,84
223,Girona,4,La liga,2017,14,9,15,51,1.3710198157894737,50,59
224,Amiens,5,Ligue 1,2017,12,9,17,45,0.8280405394736842,37,42
225,Strasbourg,5,Ligue 1,2017,9,11,18,38,1.1387483684210526,44,67
72,Everton,1,EPL,2018,15,9,14,54,1.4175298421052631,54,46
73,Bournemouth,1,EPL,2018,13,6,19,45,1.5477078684210526,56,70
74,Southampton,1,EPL,2018,9,12,17,39,1.3071401315789475,45,65
75,Leicester,1,EPL,2018,15,7,16,52,1.3714250789473685,51,48
78,Crystal Palace,1,EPL,2018,14,7,17,49,1.3326885789473686,51,53
80,Chelsea,1,EPL,2018,21,9,8,72,1.6833685263157896,63,39
81,West Ham,1,EPL,2018,15,7,16,52,1.2621191552631579,52,55
82,Tottenham,1,EPL,2018,23,2,13,71,1.6249120263157895,67,39
83,Arsenal,1,EPL,2018,21,7,10,70,1.7051413684210526,73,51
86,Newcastle United,1,EPL,2018,12,9,17,45,1.0502802763157895,42,48
87,Liverpool,1,EPL,2018,30,7,1,97,2.090987894736842,89,22
88,Manchester City,1,EPL,2018,32,2,4,98,2.4663304999999998,95,23
89,Manchester United,1,EPL,2018,19,9,10,66,1.8057236315789473,65,54
90,Watford,1,EPL,2018,14,8,16,50,1.3614091052631578,52,59
92,Burnley,1,EPL,2018,11,7,20,40,1.1774004184210527,45,68
95,Roma,2,Serie A,2018,18,12,8,66,1.7998467105263158,66,48
96,Lazio,2,Serie A,2018,17,8,13,59,1.6122389210526316,56,46
97,Bologna,2,Serie A,2018,11,11,16,44,1.265806657894737,48,56
98,Juventus,2,Serie A,2018,28,6,4,90,1.6980836842105262,70,30
99,Udinese,2,Serie A,2018,11,10,17,43,1.1180600789473685,39,53
101,Genoa,2,Serie A,2018,8,14,16,38,1.1720807315789472,39,57
102,Sampdoria,2,Serie A,2018,15,8,15,53,1.399862,60,51
104,Sassuolo,2,Serie A,2018,9,16,13,43,1.3093374473684212,53,60
105,Napoli,2,Serie A,2018,24,7,7,79,1.795735342105263,74,36
106,Inter,2,Serie A,2018,20,9,9,69,1.7493117894736843,57,33
107,Atalanta,2,Serie A,2018,20,9,9,69,1.958560342105263,77,46
108,Empoli,2,Serie A,2018,10,8,20,38,1.3700373421052632,51,70
109,Chievo,2,Serie A,2018,2,14,22,20,0.9599034078947368,25,75
110,Fiorentina,2,Serie A,2018,8,17,13,41,1.4242911315789475,47,45
111,AC Milan,2,Serie A,2018,19,11,8,68,1.3727582368421054,55,36
112,Frosinone,2,Serie A,2018,5,10,23,25,0.9500855815789473,29,69
113,Torino,2,Serie A,2018,16,15,7,63,1.222926447368421,52,37
116,Cagliari,2,Serie A,2018,10,11,17,41,1.0773551315789474,36,54
117,Bayern Munich,3,Bundesliga,2018,24,6,4,78,2.7129663823529415,88,32
119,Bayer Leverkusen,3,Bundesliga,2018,18,4,12,58,1.8085197647058824,69,52
120,Hoffenheim,3,Bundesliga,2018,13,12,9,51,2.3516071764705884,70,52
121,Augsburg,3,Bundesliga,2018,8,8,18,32,1.3953993235294118,51,71
122,Hertha Berlin,3,Bundesliga,2018,11,10,13,43,1.485888,49,57
123,Werder Bremen,3,Bundesliga,2018,14,11,9,53,1.4517773235294116,58,49
124,Schalke 04,3,Bundesliga,2018,8,9,17,33,1.3711266764705883,37,55
125,Mainz 05,3,Bundesliga,2018,12,7,15,43,1.447477794117647,46,57
128,Hannover 96,3,Bundesliga,2018,5,6,23,21,1.0237881470588235,31,71
129,Borussia Dortmund,3,Bundesliga,2018,23,7,4,76,1.9116000588235291,81,44
130,Borussia M.Gladbach,3,Bundesliga,2018,16,7,11,55,1.6154761470588235,55,42
131,Wolfsburg,3,Bundesliga,2018,16,7,11,55,1.4556159117647058,62,50
132,Eintracht Frankfurt,3,Bundesliga,2018,15,9,10,54,1.8188968529411764,60,48
133,VfB Stuttgart,3,Bundesliga,2018,7,7,20,28,1.099339255882353,32,70
135,Freiburg,3,Bundesliga,2018,8,12,14,36,1.2125057647058823,46,61
136,RasenBallsport Leipzig,3,Bundesliga,2018,19,9,6,66,2.0072472352941175,63,29
138,Sevilla,4,La liga,2018,17,8,13,59,1.8200606842105262,62,47
140,Real Sociedad,4,La liga,2018,13,11,14,50,1.2628184473684212,45,46
141,Espanyol,4,La liga,2018,14,11,13,53,1.3199301578947367,48,50
142,Getafe,4,La liga,2018,15,14,9,59,1.2377415263157894,48,35
143,Atletico Madrid,4,La liga,2018,22,10,6,76,1.365061157894737,55,29
145,Rayo Vallecano,4,La liga,2018,8,8,22,32,1.2429785,41,70
146,Valencia,4,La liga,2018,15,16,7,61,1.6285512894736842,51,35
147,Athletic Club,4,La liga,2018,13,14,11,53,1.1695085263157896,41,45
148,Barcelona,4,La liga,2018,26,9,3,87,2.1915666842105264,90,36
150,Real Madrid,4,La liga,2018,21,5,12,68,1.806704552631579,63,46
151,Levante,4,La liga,2018,11,11,16,44,1.423392447368421,59,66
152,Celta Vigo,4,La liga,2018,10,11,17,41,1.281575052631579,53,62
153,Real Betis,4,La liga,2018,14,8,16,50,1.3599322368421052,44,52
154,Villarreal,4,La liga,2018,10,14,14,44,1.4420984210526315,49,52
156,Eibar,4,La liga,2018,11,14,13,47,1.490358052631579,46,50
158,Alaves,4,La liga,2018,13,11,14,50,1.075605605263158,39,50
159,Leganes,4,La liga,2018,11,12,15,45,1.0855074736842105,37,43
160,Lille,5,Ligue 1,2018,22,9,7,75,1.5791225263157895,68,33
161,Paris Saint Germain,5,Ligue 1,2018,29,4,5,91,2.509054210526316,105,35
163,Rennes,5,Ligue 1,2018,13,13,12,52,1.4750307894736843,55,52
164,Marseille,5,Ligue 1,2018,18,7,13,61,1.3705401842105265,60,52
165,Caen,5,Ligue 1,2018,7,12,19,33,0.7097920342105264,29,54
166,Montpellier,5,Ligue 1,2018,15,14,9,59,1.2268599210526316,53,42
167,Angers,5,Ligue 1,2018,10,16,12,46,1.2498957368421053,44,49
168,Nantes,5,Ligue 1,2018,13,9,16,48,1.2641694210526315,48,48
169,Guingamp,5,Ligue 1,2018,5,12,21,27,1.0382904421052632,28,68
170,Nice,5,Ligue 1,2018,15,11,12,56,1.1434082368421052,30,35
171,Monaco,5,Ligue 1,2018,8,12,18,36,1.223547847368421,38,57
174,Toulouse,5,Ligue 1,2018,8,14,16,38,1.1244156842105262,35,57
175,Saint-Etienne,5,Ligue 1,2018,19,9,10,66,1.5223438157894735,59,41
176,Bordeaux,5,Ligue 1,2018,10,11,17,41,0.9806941710526317,34,42
177,Reims,5,Ligue 1,2018,13,16,9,55,0.9768295,39,42
178,Lyon,5,Ligue 1,2018,21,9,8,72,1.913528736842105,70,47
181,Dijon,5,Ligue 1,2018,9,7,22,34,0.950814,31,60
183,Spartak Moscow,6,RFPL,2018,14,7,9,49,1.2966031666666666,36,31
184,FC Ufa,6,RFPL,2018,5,11,14,26,0.8432717200000001,24,34
185,CSKA Moscow,6,RFPL,2018,14,9,7,51,1.4858530666666667,46,23
186,Rubin Kazan,6,RFPL,2018,7,15,8,36,0.9172526333333334,24,30
187,FC Rostov,6,RFPL,2018,10,11,9,41,0.9338768333333333,25,23
188,FK Akhmat,6,RFPL,2018,11,9,10,42,0.8638809466666667,28,30
189,Zenit St. Petersburg,6,RFPL,2018,20,4,6,64,1.6486686933333334,57,29
190,Dinamo Moscow,6,RFPL,2018,6,15,9,33,1.1447396666666667,28,28
192,Lokomotiv Moscow,6,RFPL,2018,16,8,6,56,1.4082714333333333,45,28
193,Anzhi Makhachkala,6,RFPL,2018,5,6,19,21,0.5897509000000001,13,50
194,Krylya Sovetov Samara,6,RFPL,2018,8,4,18,28,0.9943192,25,46
196,FC Krasnodar,6,RFPL,2018,16,8,6,56,1.7111760999999999,55,23
198,Ural,6,RFPL,2018,10,8,12,38,1.0582619666666666,33,45
199,FC Orenburg,6,RFPL,2018,12,7,11,43,1.0690631333333334,39,34
200,Arsenal Tula,6,RFPL,2018,12,10,8,46,1.0830831,40,33
219,Huddersfield,1,EPL,2018,3,7,28,16,0.763217447368421,22,76
220,Brighton,1,EPL,2018,9,9,20,36,0.9744175789473684,35,60
221,SPAL 2013,2,Serie A,2018,11,9,18,42,1.1390544736842105,44,56
223,Girona,4,La liga,2018,9,10,19,37,1.1312273157894737,37,53
224,Amiens,5,Ligue 1,2018,9,11,18,38,0.9113338421052631,31,52
225,Strasbourg,5,Ligue 1,2018,11,16,11,49,1.0681247368421054,58,48
226,FC Yenisey Krasnoyarsk,6,RFPL,2018,4,8,18,20,0.98717622,24,55
227,Cardiff,1,EPL,2018,10,4,24,34,1.0992033315789473,34,69
228,Fulham,1,EPL,2018,7,5,26,26,1.121628,34,81
229,Wolverhampton Wanderers,1,EPL,2018,16,9,13,57,1.3962813578947368,47,46
230,Parma Calcio 1913,2,Serie A,2018,10,11,17,41,1.08154325,41,61
231,Real Valladolid,4,La liga,2018,10,11,17,41,1.0958301842105265,32,51
232,SD Huesca,4,La liga,2018,7,12,19,33,1.3520412894736842,43,65
233,Fortuna Duesseldorf,3,Bundesliga,2018,13,5,16,44,1.455145088235294,49,65
234,Nuernberg,3,Bundesliga,2018,3,10,21,19,1.0403453823529412,26,68
235,Nimes,5,Ligue 1,2018,15,8,15,53,1.276446947368421,57,58
71,Aston Villa,1,EPL,2019,9,8,21,35,1.186552342105263,41,67
72,Everton,1,EPL,2019,13,10,15,49,1.4134248157894738,44,56
73,Bournemouth,1,EPL,2019,9,7,22,34,1.1755538131578946,40,65
74,Southampton,1,EPL,2019,15,7,16,52,1.4867533157894737,51,60
75,Leicester,1,EPL,2019,18,8,12,62,1.6057148605263158,67,41
78,Crystal Palace,1,EPL,2019,11,10,17,43,0.9065251447368421,31,50
79,Norwich,1,EPL,2019,5,6,27,21,0.9798467078947368,26,75
80,Chelsea,1,EPL,2019,20,6,12,66,2.005994394736842,69,54
81,West Ham,1,EPL,2019,10,9,19,39,1.2912924526315788,49,62
82,Tottenham,1,EPL,2019,16,11,11,59,1.2900342894736843,61,47
83,Arsenal,1,EPL,2019,14,14,10,56,1.3374267894736842,56,48
86,Newcastle United,1,EPL,2019,11,11,16,44,0.9603088684210527,38,58
87,Liverpool,1,EPL,2019,32,3,3,99,1.9787728947368421,85,33
88,Manchester City,1,EPL,2019,26,3,9,81,2.689611394736842,102,35
89,Manchester United,1,EPL,2019,18,12,8,66,1.7417542894736842,66,36
90,Watford,1,EPL,2019,8,10,20,34,1.2779641315789474,36,64
92,Burnley,1,EPL,2019,15,9,14,54,1.2986024684210526,43,50
94,Verona,2,Serie A,2019,12,13,13,49,1.3812773684210526,47,51
95,Roma,2,Serie A,2019,21,7,10,70,2.060942157894737,77,51
96,Lazio,2,Serie A,2019,24,6,8,78,1.7776055789473686,79,42
97,Bologna,2,Serie A,2019,12,11,15,47,1.5109006315789473,52,65
98,Juventus,2,Serie A,2019,26,5,7,83,1.9414349473684211,76,43
99,Udinese,2,Serie A,2019,12,9,17,45,1.149687789473684,37,51
101,Genoa,2,Serie A,2019,10,9,19,39,1.3128550789473683,47,73
102,Sampdoria,2,Serie A,2019,12,6,20,42,1.2872427894736842,48,65
104,Sassuolo,2,Serie A,2019,14,9,15,51,1.405748657894737,69,63
105,Napoli,2,Serie A,2019,18,8,12,62,1.6809986052631578,61,50
106,Inter,2,Serie A,2019,24,10,4,82,1.9461355526315791,81,36
107,Atalanta,2,Serie A,2019,23,9,6,78,2.2677564210526318,98,48
110,Fiorentina,2,Serie A,2019,12,13,13,49,1.4076728684210527,51,48
111,AC Milan,2,Serie A,2019,19,9,10,66,1.7175458157894736,63,46
113,Torino,2,Serie A,2019,11,7,20,40,1.1443703157894738,46,68
116,Cagliari,2,Serie A,2019,11,12,15,45,1.1032425263157895,52,56
117,Bayern Munich,3,Bundesliga,2019,26,4,4,82,2.730928294117647,100,32
119,Bayer Leverkusen,3,Bundesliga,2019,19,6,9,63,1.8201266470588235,61,44
120,Hoffenheim,3,Bundesliga,2019,15,7,12,52,1.6664917352941178,53,53
121,Augsburg,3,Bundesliga,2019,9,9,16,36,1.2898955882352943,45,63
122,Hertha Berlin,3,Bundesliga,2019,11,8,15,41,1.302903117647059,48,59
123,Werder Bremen,3,Bundesliga,2019,8,7,19,31,1.109945205882353,42,69
124,Schalke 04,3,Bundesliga,2019,9,12,13,39,1.0566482647058824,38,58
125,Mainz 05,3,Bundesliga,2019,11,4,19,37,1.3585206470588234,44,65
129,Borussia Dortmund,3,Bundesliga,2019,21,6,7,69,1.8900489411764705,84,41
130,Borussia M.Gladbach,3,Bundesliga,2019,20,5,9,65,2.1641697058823532,66,40
131,Wolfsburg,3,Bundesliga,2019,13,10,11,49,1.6009849705882353,48,46
132,Eintracht Frankfurt,3,Bundesliga,2019,13,6,15,45,1.7156930941176471,59,60
134,FC Cologne,3,Bundesliga,2019,10,6,18,36,1.449339294117647,51,69
135,Freiburg,3,Bundesliga,2019,13,9,12,48,1.3570826176470587,48,47
136,RasenBallsport Leipzig,3,Bundesliga,2019,18,12,4,66,2.2390165588235296,81,37
138,Sevilla,4,La liga,2019,19,13,6,70,1.4514606842105264,54,34
140,Real Sociedad,4,La liga,2019,16,8,14,56,1.3398860789473683,56,48
141,Espanyol,4,La liga,2019,5,10,23,25,0.9737582894736841,27,58
142,Getafe,4,La liga,2019,14,12,12,54,1.189243,43,37
143,Atletico Madrid,4,La liga,2019,18,16,4,70,1.5447621842105264,51,27
146,Valencia,4,La liga,2019,14,11,13,53,1.1993751315789474,46,53
147,Athletic Club,4,La liga,2019,13,12,13,51,1.1077788157894737,41,38
148,Barcelona,4,La liga,2019,25,7,6,82,1.8949855,86,38
150,Real Madrid,4,La liga,2019,26,9,3,87,1.8988741578947368,70,25
151,Levante,4,La liga,2019,14,7,17,49,1.3007338421052632,47,53
152,Celta Vigo,4,La liga,2019,7,16,15,37,1.064241657894737,37,49
153,Real Betis,4,La liga,2019,10,11,17,41,1.2868033684210527,48,60
154,Villarreal,4,La liga,2019,18,6,14,60,1.7264868684210526,63,49
155,Granada,4,La liga,2019,16,8,14,56,1.1847738684210525,52,45
156,Eibar,4,La liga,2019,11,9,18,42,1.1143463684210526,39,56
157,Osasuna,4,La liga,2019,13,13,12,52,1.2904865263157894,46,54
158,Alaves,4,La liga,2019,10,9,19,39,1.0038700394736841,34,59
159,Leganes,4,La liga,2019,8,12,18,36,1.024259105263158,30,51
160,Lille,5,Ligue 1,2019,15,4,9,49,1.4573369642857144,35,27
161,Paris Saint Germain,5,Ligue 1,2019,22,2,3,68,2.83033537037037,75,24
163,Rennes,5,Ligue 1,2019,15,5,8,50,1.2274300357142855,38,24
164,Marseille,5,Ligue 1,2019,16,8,4,56,1.3008294642857143,41,29
166,Montpellier,5,Ligue 1,2019,11,7,10,40,1.2481884642857144,35,34
167,Angers,5,Ligue 1,2019,11,6,11,39,0.9680077142857143,28,33
168,Nantes,5,Ligue 1,2019,11,4,13,37,0.99336675,28,31
170,Nice,5,Ligue 1,2019,11,8,9,41,1.301940892857143,41,38
171,Monaco,5,Ligue 1,2019,11,7,10,40,1.7339367857142858,44,44
174,Toulouse,5,Ligue 1,2019,3,4,21,13,1.1176445714285714,22,58
175,Saint-Etienne,5,Ligue 1,2019,8,6,14,30,1.0589818928571428,29,45
176,Bordeaux,5,Ligue 1,2019,9,10,9,37,1.0881705,40,34
177,Reims,5,Ligue 1,2019,10,11,7,41,1.033101892857143,26,21
178,Lyon,5,Ligue 1,2019,11,7,10,40,1.2944184285714286,42,27
180,Metz,5,Ligue 1,2019,8,10,10,34,0.8803976428571428,27,35
181,Dijon,5,Ligue 1,2019,7,9,12,30,0.9777874999999999,27,37
183,Spartak Moscow,6,RFPL,2019,11,6,13,39,1.4177556,35,33
184,FC Ufa,6,RFPL,2019,8,14,8,38,0.8671100900000001,22,24
185,CSKA Moscow,6,RFPL,2019,14,8,8,50,1.3441554666666666,43,29
186,Rubin Kazan,6,RFPL,2019,8,11,11,35,1.0027632666666666,18,28
187,FC Rostov,6,RFPL,2019,12,9,9,45,1.3765502333333333,45,50
188,FK Akhmat,6,RFPL,2019,7,10,13,31,1.1300567333333333,27,46
189,Zenit St. Petersburg,6,RFPL,2019,22,6,2,72,2.079737633333333,65,18
190,Dinamo Moscow,6,RFPL,2019,11,8,11,41,1.3298815,27,30
192,Lokomotiv Moscow,6,RFPL,2019,16,9,5,57,1.5917458666666666,41,29
194,Krylya Sovetov Samara,6,RFPL,2019,7,7,15,28,1.1579124827586207,30,40
196,FC Krasnodar,6,RFPL,2019,13,10,6,49,1.5733469655172414,46,30
198,Ural,6,RFPL,2019,8,8,13,32,1.090019448275862,33,53
199,FC Orenburg,6,RFPL,2019,7,6,15,27,1.2538677857142857,28,46
200,Arsenal Tula,6,RFPL,2019,11,5,14,38,1.0670107666666666,37,41
205,Paderborn,3,Bundesliga,2019,4,8,22,20,1.1313341176470588,37,74
220,Brighton,1,EPL,2019,9,14,15,41,1.248001605263158,39,54
221,SPAL 2013,2,Serie A,2019,5,5,28,20,1.028220497368421,27,77
224,Amiens,5,Ligue 1,2019,4,11,13,23,0.9149953107142857,31,50
225,Strasbourg,5,Ligue 1,2019,11,5,11,38,1.2798565555555557,32,32
229,Wolverhampton Wanderers,1,EPL,2019,15,14,9,59,1.4269468684210527,51,40
230,Parma Calcio 1913,2,Serie A,2019,14,7,17,49,1.240089,56,57
231,Real Valladolid,4,La liga,2019,9,15,14,42,0.938362052631579,32,43
233,Fortuna Duesseldorf,3,Bundesliga,2019,6,12,16,30,1.0497226470588235,36,67
235,Nimes,5,Ligue 1,2019,7,6,15,27,1.078348392857143,29,44
236,PFC Sochi,6,RFPL,2019,8,9,11,33,1.3020079142857142,40,33
237,FC Tambov,6,RFPL,2019,8,4,17,28,0.8968077344827586,34,41
238,Sheffield United,1,EPL,2019,14,12,12,54,1.2055689736842106,39,39
239,Mallorca,4,La liga,2019,9,6,23,33,1.064639747368421,40,65
240,Union Berlin,3,Bundesliga,2019,12,5,17,41,1.222862823529412,41,58
241,Brest,5,Ligue 1,2019,8,10,10,34,1.0731317857142857,34,37
242,Brescia,2,Serie A,2019,6,7,25,25,1.1381269210526317,35,79
243,Lecce,2,Serie A,2019,9,8,21,35,1.4070196842105265,52,85
71,Aston Villa,1,EPL,2020,16,7,15,55,1.4925128684210527,55,46
72,Everton,1,EPL,2020,17,8,13,59,1.2957136315789475,47,48
74,Southampton,1,EPL,2020,12,7,19,43,1.191699157894737,47,68
75,Leicester,1,EPL,2020,20,6,12,66,1.5473714736842106,68,50
76,West Bromwich Albion,1,EPL,2020,5,11,22,26,0.9202971105263158,35,76
78,Crystal Palace,1,EPL,2020,12,8,18,44,0.9285949578947368,41,66
80,Chelsea,1,EPL,2020,19,10,9,67,1.8067261578947367,58,36
81,West Ham,1,EPL,2020,19,8,11,65,1.5878492368421053,62,47
82,Tottenham,1,EPL,2020,18,8,12,62,1.4914810263157896,68,45
83,Arsenal,1,EPL,2020,18,7,13,61,1.3749310789473683,55,39
