date,home_team,away_team,home_goals,away_goals,is_neutral,is_intl,home_xg,away_xg,xg_available,home_elo,away_elo,home_avg_attack,home_avg_defense,away_avg_attack,away_avg_defense,home_avg_overall,away_avg_overall
2023-11-22,Ecuador,Chile,1.0,0.0,0,1,1.19,0.56,1,1511.2716371393353,1489.1289628727318,,,,,,
2023-11-22,Brazil,Argentina,0.0,1.0,0,1,0.45,0.19,1,1500.224611054338,1525.2008484508985,,,,,,
2024-03-21,South Korea,Thailand,1.0,1.0,0,1,2.47,1.25,1,1520.6164897198535,1500.6065068626283,,,,,,
2024-03-21,Pakistan,Jordan,0.0,3.0,0,1,,,0,1489.6444340962116,1490.2099383504149,,,,,,
2024-03-21,Iran,Turkmenistan,5.0,0.0,0,1,,,0,1510.0647454257426,1490.0647769314753,,,,,,
2024-03-21,Palestine,Bangladesh,5.0,0.0,0,1,,,0,1490.2099383504149,1499.6444340962116,,,,,,
2024-03-21,Afghanistan,India,0.0,0.0,0,1,,,0,1498.266974366561,1499.935017773112,,,,,,
2024-03-21,Oman,Malaysia,2.0,0.0,0,1,,,0,1500.0494450126505,1520.048797610628,,,,,,
2024-03-21,United Arab Emirates,Yemen,2.0,1.0,0,1,,,0,1520.3630102227069,1509.2564979265835,,,,,,
2024-03-21,Singapore,China,2.0,2.0,0,1,0.5,1.73,1,1498.266974366561,1499.935017773112,,,,,,
2024-03-21,Qatar,Kuwait,3.0,0.0,0,1,1.67,0.32,1,1520.6164897198535,1500.6065068626283,,,,,,
2024-03-21,Myanmar,Syria,1.0,1.0,0,1,,,0,1488.901105140706,1497.1489955628329,,,,,,
2024-03-21,Nepal,Bahrain,0.0,5.0,0,1,,,0,1489.6208206576205,1500.1846599152439,,,,,,
2024-03-21,Indonesia,Vietnam,1.0,0.0,0,1,,,0,1511.1145712748416,1499.935017773112,,,,,,
2024-03-21,Taiwan,Kyrgyzstan,0.0,2.0,0,1,,,0,1498.8246836185613,1500.5020624803149,,,,,,
2024-03-21,Japan,North Korea,1.0,0.0,0,1,1.11,0.17,1,1520.2591798155856,1503.1157082030302,,,,,,
2024-03-21,Saudi Arabia,Tajikistan,1.0,0.0,0,1,1.08,0.77,1,1520.073091322507,1510.0725362308665,,,,,,
2024-03-21,Iraq,Philippines,1.0,0.0,0,1,,,0,1520.6164897198535,1487.7589099543477,,,,,,
2024-03-21,Australia,Lebanon,2.0,0.0,0,1,,,0,1520.073091322507,1500.0725362308665,,,,,,
2024-03-21,Hong Kong,Uzbekistan,0.0,2.0,0,1,,,0,1489.3764200118105,1509.9190463531263,,,,,,
2024-03-22,United States Virgin Islands,British Virgin Islands,1.0,1.0,1,1,,,0,1500.0,1500.0,,,,,,
2024-03-22,Anguilla,Turks and Caicos Islands,0.0,0.0,1,1,,,0,1500.0,1500.0,,,,,,
2024-03-26,British Virgin Islands,United States Virgin Islands,1.0,0.0,1,1,,,0,1500.0,1500.0,,,,,,
2024-03-26,China,Singapore,4.0,1.0,0,1,3.46,0.65,1,1501.317218788197,1496.884773351476,,,,,,
2024-03-26,Philippines,Iraq,0.0,5.0,0,1,,,0,1480.099536335616,1528.2758633385852,,,,,,
2024-03-26,Kyrgyzstan,Taiwan,5.0,1.0,0,1,,,0,1511.8839999318036,1487.4427461670725,,,,,,
2024-03-26,Uzbekistan,Hong Kong,3.0,0.0,0,1,,,0,1520.764871947491,1478.5305944174459,,,,,,
2024-03-26,Syria,Myanmar,7.0,0.0,0,1,,,0,1498.3449662620214,1487.7051344415174,,,,,,
2024-03-26,Yemen,United Arab Emirates,0.0,3.0,0,1,,,0,1500.997371313616,1528.6221368356744,,,,,,
2024-03-26,North Korea,Japan,0.0,3.0,0,1,,,0,1495.0245482910886,1528.3503397275272,,,,,,
2024-03-26,Vietnam,Indonesia,0.0,3.0,0,1,,,0,1491.6779296674054,1519.3716593805482,,,,,,
2024-03-26,Bahrain,Nepal,3.0,0.0,0,1,,,0,1511.314874245825,1478.4906063270394,,,,,,
2024-03-26,Tajikistan,Saudi Arabia,1.0,1.0,0,1,1.79,1.33,1,1501.7825253139563,1528.3631022394172,,,,,,
2024-03-26,Kuwait,Qatar,1.0,2.0,0,1,0.98,1.57,1,1492.5947187700122,1528.6282778124696,,,,,,
2024-03-26,Turkmenistan,Iran,0.0,1.0,0,1,,,0,1482.0527119946885,1518.0768103625294,,,,,,
2024-03-26,Thailand,South Korea,0.0,3.0,0,1,0.24,2.09,1,1502.5947187700122,1518.6282778124696,,,,,,
2024-03-26,Jordan,Pakistan,7.0,0.0,0,1,,,0,1501.6232529771382,1478.2311194694882,,,,,,
2024-03-26,India,Afghanistan,1.0,2.0,0,1,,,0,1501.317218788197,1496.884773351476,,,,,,
2024-03-26,Bangladesh,Palestine,0.0,1.0,0,1,,,0,1490.8067264329354,1499.047646013691,,,,,,
2024-03-26,Malaysia,Oman,0.0,2.0,0,1,,,0,1510.9101459465558,1509.1880966767228,,,,,,
2024-03-26,Lebanon,Australia,0.0,5.0,0,1,0.2,2.88,1,1492.060487510482,1528.0851400428915,,,,,,
2024-03-27,Turks and Caicos Islands,Anguilla,1.0,2.0,1,1,,,0,1500.0,1500.0,,,,,,
2024-06-05,Tunisia,Equatorial Guinea,1.0,0.0,0,1,,,0,1520.0804977734979,1480.0,,,,,,
2024-06-05,Namibia,Liberia,1.0,1.0,0,1,,,0,1522.290592188612,1497.1414753036647,,,,,,
2024-06-05,Antigua and Barbuda,Bermuda,1.0,1.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-05,Sierra Leone,Djibouti,2.0,1.0,0,1,,,0,1490.2019140148554,1480.2830296729219,,,,,,
2024-06-05,Central Africa,Chad,1.0,0.0,0,1,,,0,1493.3380470713712,1480.0,,,,,,
2024-06-05,Togo,South Sudan,1.0,1.0,0,1,,,0,1500.2019140148554,1490.0,,,,,,
2024-06-06,Bahrain,Yemen,0.0,0.0,0,1,,,0,1518.9751541491871,1490.354249167632,,,,,,
2024-06-06,Taiwan,Oman,0.0,3.0,0,1,,,0,1479.5531421157748,1520.6658763194498,,,,,,
2024-06-06,Algeria,Guinea,1.0,2.0,0,1,,,0,1520.0804977734979,1499.4320674922767,,,,,,
2024-06-06,Congo,Niger,0.0,3.0,0,1,,,0,1491.4292623481676,1497.709407811388,,,,,,
2024-06-06,Afghanistan,Qatar,0.0,0.0,0,1,,,0,1508.4387714131785,1539.0300479092043,,,,,,
2024-06-06,Benin,Rwanda,1.0,0.0,0,1,,,0,1493.1392359216038,1507.4245049765866,,,,,,
2024-06-06,Egypt,Burkina Faso,2.0,1.0,0,1,,,0,1519.7980859851446,1510.0,,,,,,
